node_id,task_id,sat_id,window_id,start,end,duration,profit,task_duration,coord_1,coord_2,roll,pitch,yaw,end_roll,end_pitch,end_yaw
0,0,1,0,24678.147,24835.267,157.1,5.0,28.0,-34.7701,5.4073,-15.996,45.0,0.0,-15.504912999999982,33.718528999999585,0.0
1,1,1,0,38991.378,39192.054,200.7,7.0,28.0,44.5414,130.7803,36.988,45.0,0.0,37.462535999999965,36.85872400000103,0.0
2,1,1,1,68577.704,68780.383,202.7,7.0,28.0,44.5414,130.7803,35.29,45.0,0.0,36.64197599999991,36.01870400000078,0.0
3,2,1,0,18046.934,18238.328,191.4,9.0,22.0,15.4682,-1.6474,-36.88,45.0,0.0,-37.06967,38.62371399999963,0.0
4,2,1,1,66856.133,67044.755,188.6,9.0,22.0,15.4682,-1.6474,-29.6,45.0,0.0,-30.85404900000009,37.47986399999936,0.0
5,3,1,0,33542.881,33576.626,33.7,5.0,21.0,47.9266,178.2644,-43.479,45.0,0.0,-44.46776400000005,39.827367999999666,0.0
6,4,1,0,47312.542,47480.49,167.9,6.0,20.0,-33.684,-92.4643,-25.418,45.0,0.0,-25.33420599999999,38.1194519999995,0.0
7,5,1,0,6297.461,6450.473,153.0,7.0,24.0,39.7775,32.2597,-5.274,45.0,0.0,-4.666552999999993,35.13310999999988,0.0
8,5,1,1,61594.344,61771.032,176.7,7.0,24.0,39.7775,32.2597,28.187,45.0,0.0,28.257656000000004,37.02118400000104,0.0
9,6,1,0,32160.452,32318.998,158.5,9.0,18.0,-20.6665,118.1389,15.929,45.0,0.0,15.529151999999971,38.38306399999953,0.0
10,6,1,1,81108.909,81259.829,150.9,9.0,18.0,-20.6665,118.1389,-0.483,45.0,0.0,0.25917799999998536,37.74967800000016,0.0
11,7,1,0,7842.972,8064.453,221.5,9.0,17.0,-40.5216,92.0552,39.904,45.0,0.0,40.76068399999999,40.35634400000007,0.0
12,8,1,0,3585.912,3813.83,227.9,8.0,23.0,-34.7752,-123.9723,-40.523,45.0,0.0,-41.748687999999994,38.59736800000006,0.0
13,9,1,0,71987.758,72160.438,172.7,6.0,23.0,-11.3956,-45.4743,27.836,45.0,0.0,27.667661999999982,37.29289599999937,0.0
14,10,1,0,77668.44,77832.764,164.3,6.0,21.0,-11.2529,-68.6835,22.38,45.0,0.0,22.049639999999957,37.555599999999046,0.0
15,11,1,0,16400.397,16558.871,158.5,8.0,25.0,45.4554,-127.4669,12.218,45.0,0.0,11.884647999999986,35.185806999999606,0.0
16,11,1,1,40059.547,40117.163,57.6,8.0,25.0,45.4554,-127.4669,-43.634,45.0,0.0,-44.36267499999997,38.88093400000037,0.0
17,13,1,0,4789.99,4971.25,181.3,6.0,23.0,33.6828,-93.8793,30.802,45.0,0.0,30.89399,37.70565000000008,0.0
18,14,1,0,81280.492,81457.403,176.9,8.0,23.0,-32.1786,122.0615,-30.436,45.0,0.0,-30.484016000000004,37.47553200000062,0.0
19,15,1,0,13589.322,13802.147,212.8,6.0,24.0,-50.1811,64.3331,-40.464,45.0,0.0,-41.047762,38.59678999999996,0.0
20,15,1,2,37212.457,37373.273,160.8,6.0,24.0,-50.1811,64.3331,14.518,45.0,0.0,14.396800999999986,35.76606499999902,0.0
21,17,1,0,17348.917,17503.984,155.1,8.0,15.0,52.5569,-32.9517,3.114,45.0,0.0,3.433174000000028,39.29202599999946,0.0
22,17,1,1,84659.693,84841.721,182.0,8.0,15.0,52.5569,-32.9517,-27.035,45.0,0.0,-27.593254999999974,40.14998500000024,0.0
23,18,1,0,27861.774,28017.694,155.9,8.0,21.0,50.0103,-166.2532,-0.128,45.0,0.0,-0.5662540000000262,36.71150799999943,0.0
24,18,1,1,51451.418,51633.808,182.4,8.0,21.0,50.0103,-166.2532,27.995,45.0,0.0,28.897719999999914,37.84339800000084,0.0
25,19,1,0,587.733,657.865,70.1,7.0,23.0,43.3241,61.1695,41.974,45.0,0.0,43.159183999999996,38.78990100000002,0.0
26,19,1,1,56016.307,56181.21,164.9,7.0,23.0,43.3241,61.1695,20.063,45.0,0.0,19.936236999999995,36.6279109999997,0.0
27,20,1,0,2007.041,2193.176,186.1,6.0,17.0,-36.7534,99.9744,-33.862,45.0,0.0,-34.036287,39.97442900000002,0.0
28,22,1,0,24492.464,24670.457,178.0,9.0,22.0,-26.4871,-2.5479,-31.479,45.0,0.0,-31.518072,37.94578400000002,0.0
29,22,1,1,60415.18,60573.204,158.0,9.0,22.0,-26.4871,-2.5479,-9.211,45.0,0.0,-10.225100000000014,36.155039999999865,0.0
30,25,1,0,30303.167,30522.419,219.3,7.0,26.0,-36.2262,-22.1861,-42.898,45.0,0.0,-43.47600600000002,38.39206899999963,0.0
31,26,1,0,9538.02,9742.268,204.2,5.0,16.0,-15.1921,-146.0987,39.298,45.0,0.0,39.522220000000004,40.875299999999875,0.0
32,26,1,1,58349.678,58532.219,182.5,5.0,16.0,-15.1921,-146.0987,28.675,45.0,0.0,29.607967999999996,39.543072000000045,0.0
33,27,1,0,38635.821,38796.312,160.5,8.0,16.0,23.7303,117.632,18.053,45.0,0.0,17.765758999999925,39.32688399999859,0.0
34,27,1,1,74625.33,74776.988,151.7,8.0,16.0,23.7303,117.632,-7.525,45.0,0.0,-7.011109999999943,38.794129999999235,0.0
