task_id,coord_1,coord_2,task_type,duration,profit
0,-34.7701,5.4073,4,28.0,5.0
1,44.5414,130.7803,1,28.0,7.0
2,15.4682,-1.6474,5,22.0,9.0
3,47.9266,178.2644,2,21.0,5.0
4,-33.684,-92.4643,1,20.0,6.0
5,39.7775,32.2597,4,24.0,7.0
6,-20.6665,118.1389,5,18.0,9.0
7,-40.5216,92.0552,6,17.0,9.0
8,-34.7752,-123.9723,5,23.0,8.0
9,-11.3956,-45.4743,10,23.0,6.0
10,-11.2529,-68.6835,5,21.0,6.0
11,45.4554,-127.4669,2,25.0,8.0
12,-17.9573,-85.2429,2,22.0,9.0
13,33.6828,-93.8793,2,23.0,6.0
14,-32.1786,122.0615,1,23.0,8.0
15,-50.1811,64.3331,9,24.0,6.0
16,0.1672,-173.0312,10,20.0,9.0
17,52.5569,-32.9517,1,15.0,8.0
18,50.0103,-166.2532,7,21.0,8.0
19,43.3241,61.1695,1,23.0,7.0
20,-36.7534,99.9744,2,17.0,6.0
21,5.8067,98.1574,3,25.0,6.0
22,-26.4871,-2.5479,2,22.0,9.0
23,-20.0093,153.6506,7,22.0,9.0
24,-9.6147,-95.2727,2,27.0,8.0
25,-36.2262,-22.1861,1,26.0,7.0
26,-15.1921,-146.0987,10,16.0,5.0
27,23.7303,117.632,8,16.0,8.0
28,-29.345,63.1685,6,24.0,8.0
29,-2.2395,24.2218,5,23.0,5.0
30,51.0825,-125.8954,8,25.0,6.0
31,44.2991,168.7459,8,22.0,5.0
32,-40.6607,175.0516,2,17.0,7.0
33,-36.4691,-40.8576,8,20.0,5.0
34,-1.6453,112.0275,10,27.0,6.0
35,24.7857,43.6327,10,17.0,6.0
36,9.6418,130.8862,6,25.0,9.0
37,-31.1229,-35.3387,10,26.0,6.0
38,27.044,-56.4623,9,29.0,8.0
39,-27.8879,11.0309,5,17.0,9.0
40,-43.2092,-105.8351,3,22.0,5.0
41,-34.9034,-58.2219,4,19.0,7.0
42,-21.5483,116.2895,10,17.0,7.0
43,-26.1994,-74.3408,6,20.0,7.0
44,26.9362,55.0772,6,29.0,5.0
45,-38.0203,124.301,2,18.0,9.0
46,-31.4623,-20.5647,8,18.0,5.0
47,-12.1956,-58.1799,5,22.0,7.0
48,39.0202,-155.2451,9,19.0,6.0
49,45.8032,-125.9815,6,21.0,5.0
50,47.0013,-112.7895,2,25.0,6.0
51,-6.4264,-98.3931,6,20.0,9.0
52,-18.5031,-131.8976,2,20.0,8.0
53,37.5069,26.4588,8,17.0,5.0
54,43.9314,94.2336,2,27.0,8.0
55,19.6472,-56.9322,7,23.0,8.0
56,52.0742,-22.7216,3,16.0,8.0
57,-51.2521,82.2217,8,28.0,7.0
58,-36.2243,-178.393,1,23.0,6.0
59,24.8568,64.2313,5,24.0,7.0
60,-14.9875,174.5494,8,20.0,9.0
61,-33.7453,-57.3051,3,15.0,8.0
62,-42.663,48.7564,9,25.0,8.0
