task_id,coord_1,coord_2,task_type,duration,profit
0,52.7773,86.1368,1,24.0,5.0
1,44.2798,94.3235,8,26.0,8.0
2,27.3367,97.2458,5,29.0,6.0
3,30.1815,83.4869,1,20.0,5.0
4,37.2771,120.2264,3,17.0,9.0
5,16.8412,105.3219,2,19.0,8.0
6,25.5825,113.7508,10,15.0,8.0
7,3.7731,82.5108,2,15.0,6.0
8,43.5086,82.0023,7,18.0,6.0
9,42.143,109.0537,7,16.0,5.0
10,45.8204,95.1638,9,21.0,5.0
11,13.422,78.1077,4,25.0,9.0
12,17.3449,76.9524,5,29.0,8.0
13,43.3777,95.878,10,20.0,5.0
14,22.2559,82.0773,10,15.0,7.0
15,29.7752,107.1435,5,28.0,6.0
16,36.7964,98.6111,4,17.0,9.0
17,7.1127,88.8599,1,27.0,6.0
18,49.5167,99.9081,10,17.0,9.0
19,40.215,82.119,4,22.0,6.0
20,23.078,87.4465,9,29.0,5.0
21,38.2559,92.464,5,27.0,8.0
22,34.9691,85.5636,9,21.0,7.0
23,46.0023,126.2662,9,16.0,8.0
24,30.1611,105.7663,9,16.0,6.0
25,49.8324,131.4121,1,17.0,6.0
26,22.176,77.7781,8,23.0,7.0
27,24.7577,99.9995,10,15.0,6.0
28,40.8927,98.6167,4,16.0,7.0
29,39.047,73.8093,3,25.0,5.0
30,45.8264,75.8304,5,27.0,7.0
31,45.7727,80.7206,4,26.0,5.0
32,39.5792,81.4792,6,23.0,9.0
33,30.9873,111.0744,5,15.0,7.0
34,23.5028,122.9889,4,25.0,6.0
35,8.8138,97.8035,2,25.0,9.0
36,49.1581,89.0529,4,16.0,9.0
37,19.8174,87.8798,9,17.0,5.0
38,18.3239,114.5799,2,29.0,9.0
39,33.8268,124.1134,7,17.0,9.0
40,7.3183,73.5671,8,18.0,8.0
41,4.169,93.1698,1,23.0,6.0
42,25.1032,99.6737,2,27.0,8.0
43,26.2018,73.8258,7,26.0,5.0
44,18.5875,102.1453,2,28.0,6.0
45,38.8528,123.6642,1,28.0,8.0
46,16.2193,87.5407,6,25.0,6.0
47,48.6854,76.6553,3,21.0,8.0
48,3.0092,115.5051,9,27.0,9.0
49,46.0958,125.8081,7,18.0,5.0
50,33.1386,78.0449,2,16.0,9.0
51,33.0305,81.1281,5,27.0,8.0
52,11.9488,100.3694,4,28.0,9.0
53,12.9859,118.1148,10,23.0,7.0
54,23.1557,107.2296,8,15.0,6.0
55,33.1666,111.7526,1,28.0,8.0
56,44.8461,108.0923,3,25.0,7.0
57,12.0152,81.9205,9,27.0,9.0
58,41.9121,87.2018,7,27.0,7.0
59,30.2014,122.6057,7,15.0,5.0
60,8.5001,90.7245,5,26.0,7.0
61,4.614,77.7096,8,28.0,8.0
62,50.7367,85.4148,9,16.0,7.0
63,32.7052,119.0512,5,20.0,9.0
64,5.5522,130.0338,8,26.0,9.0
65,11.3209,117.8049,10,23.0,7.0
66,41.8285,109.8649,6,28.0,6.0
67,30.0756,121.2553,1,18.0,8.0
68,8.0905,89.2883,9,15.0,5.0
69,31.5664,80.1989,7,21.0,9.0
70,41.8254,98.9754,1,16.0,6.0
71,10.972,105.0748,5,29.0,7.0
72,17.2766,103.4292,7,20.0,6.0
73,20.0159,91.2135,1,28.0,6.0
74,42.4924,105.6597,10,25.0,5.0
75,41.9786,129.4313,7,26.0,5.0
76,5.3218,93.3811,4,24.0,7.0
77,20.1823,102.6172,8,24.0,9.0
78,3.3467,124.1718,10,25.0,5.0
79,32.7328,128.7283,6,26.0,9.0
80,16.3885,87.1362,4,16.0,9.0
81,14.609,118.595,3,16.0,8.0
82,13.9459,120.8043,7,27.0,5.0
83,50.2923,125.7407,6,28.0,7.0
84,45.3349,114.1282,7,16.0,6.0
85,49.8493,123.3337,10,23.0,7.0
86,45.5384,82.95,1,26.0,8.0
87,43.5416,88.3878,2,24.0,5.0
88,32.1865,98.0811,6,29.0,5.0
89,13.5097,75.1447,8,23.0,7.0
90,38.7822,74.9704,7,19.0,6.0
91,32.115,82.5659,6,25.0,5.0
92,22.6643,85.4301,4,24.0,8.0
93,5.6542,76.4528,8,15.0,5.0
94,37.4692,87.672,8,26.0,9.0
95,24.434,115.8719,1,28.0,8.0
96,48.062,89.4918,8,29.0,9.0
97,43.8963,123.8229,4,21.0,6.0
98,35.5701,106.8207,6,23.0,8.0
99,21.8282,121.4601,2,20.0,6.0
100,10.6323,132.8958,7,22.0,9.0
101,26.5556,90.136,10,21.0,6.0
102,46.3884,87.8144,1,15.0,6.0
103,8.9211,86.2326,5,26.0,6.0
104,13.3018,111.1789,10,26.0,7.0
105,9.2853,112.6668,1,29.0,8.0
106,34.0506,93.8369,8,23.0,5.0
107,48.1488,117.6188,6,17.0,9.0
108,29.6163,99.2138,9,18.0,5.0
109,23.2248,105.811,7,18.0,6.0
110,10.801,74.7088,1,16.0,6.0
111,28.8166,86.9489,5,15.0,8.0
112,43.4999,92.5653,9,24.0,7.0
113,29.0244,115.2542,5,15.0,8.0
114,21.7388,76.4045,6,28.0,7.0
115,41.457,99.1648,5,23.0,9.0
116,31.9428,96.7806,7,24.0,8.0
117,32.6265,88.3541,6,17.0,7.0
118,36.5247,116.1373,1,21.0,5.0
119,13.3119,119.8836,1,25.0,8.0
120,38.0129,105.6745,2,22.0,8.0
121,7.9639,81.1446,7,25.0,9.0
122,7.0126,112.5483,7,17.0,5.0
123,23.6827,114.6728,3,29.0,9.0
124,16.2293,106.3335,9,21.0,8.0
125,35.791,110.4318,9,27.0,6.0
126,52.3874,117.1868,3,27.0,8.0
127,4.7141,125.2276,10,27.0,5.0
128,25.8394,108.0211,5,17.0,9.0
129,3.5678,105.5364,10,20.0,9.0
130,28.5846,123.6986,7,26.0,9.0
131,10.235,79.0896,9,27.0,9.0
132,26.7707,91.6271,1,19.0,8.0
133,20.1902,122.1994,7,22.0,5.0
134,30.1597,123.0518,3,28.0,7.0
135,37.0451,94.4399,5,23.0,8.0
136,8.6774,87.0702,9,29.0,8.0
137,10.1386,131.3822,8,29.0,9.0
138,49.6394,74.2021,9,29.0,5.0
139,10.3168,90.0355,10,22.0,5.0
140,12.5683,77.534,7,19.0,8.0
141,36.8748,131.0117,1,19.0,7.0
142,42.3684,104.8829,2,17.0,5.0
143,15.0455,91.7476,9,23.0,9.0
144,21.5383,123.9592,6,24.0,6.0
145,29.158,124.525,3,27.0,7.0
146,22.8489,125.3354,3,20.0,5.0
147,4.8991,127.0909,7,20.0,8.0
148,11.7955,113.8449,1,22.0,8.0
149,23.0703,124.7133,1,29.0,5.0
