node_id,task_id,sat_id,window_id,start,end,duration,profit,task_duration,coord_1,coord_2,roll,pitch,yaw,end_roll,end_pitch,end_yaw
0,0,1,0,44592.089,44761.707,169.6,5.0,29.0,39.3872,104.4097,24.052,45.0,0.0,23.943288,34.43866200000003,0.0
1,0,1,1,74310.016,74466.208,156.2,5.0,29.0,39.3872,104.4097,-12.932,45.0,0.0,-12.431679999999934,33.059887999998345,0.0
2,1,1,0,44528.113,44686.001,157.9,7.0,21.0,34.0261,103.9775,-8.103,45.0,0.0,-8.958519999999902,36.68579400000113,0.0
3,1,1,1,74335.554,74558.398,222.8,7.0,21.0,34.0261,103.9775,-43.262,45.0,0.0,-43.775634000000075,39.893311999998986,0.0
4,2,1,0,68568.507,68723.263,154.8,8.0,20.0,43.9375,125.8303,5.072,45.0,0.0,5.709716999999931,37.014766000001025,0.0
5,3,1,0,44212.231,44407.033,194.8,6.0,28.0,20.9085,89.519,36.568,45.0,0.0,36.797692999999995,36.74338100000008,0.0
6,3,1,1,80454.749,80486.054,31.3,6.0,28.0,20.9085,89.519,-45.0,-36.255,0.0,-43.488809000000224,-44.200253999999056,0.0
7,4,1,0,44477.909,44673.669,195.8,5.0,21.0,35.1433,98.6874,36.119,45.0,0.0,36.391181,39.040120000000115,0.0
8,5,1,0,38959.833,39129.981,170.1,7.0,25.0,41.1839,130.0222,24.243,45.0,0.0,24.198002000000006,36.178305000000535,0.0
9,5,1,1,68633.777,68792.842,159.1,7.0,25.0,41.1839,130.0222,12.483,45.0,0.0,13.477526000000072,34.8244859999991,0.0
10,6,1,0,32640.073,32794.119,154.0,5.0,16.0,5.1614,132.4376,9.101,45.0,0.0,8.545371999999988,38.937609999999864,0.0
11,6,1,1,74983.01,75182.454,199.4,5.0,16.0,5.1614,132.4376,34.733,45.0,0.0,35.698579999999694,39.97654000000181,0.0
12,7,1,0,44353.615,44520.617,167.0,9.0,28.0,26.8882,95.0171,23.406,45.0,0.0,23.104775000000032,34.7447850000009,0.0
13,7,1,1,80253.874,80424.876,171.0,9.0,28.0,26.8882,95.0171,22.798,45.0,0.0,24.26982599999981,34.0099680000018,0.0
14,8,1,0,50455.606,50647.423,191.8,5.0,18.0,50.0111,90.6047,33.707,45.0,0.0,34.016484,39.752050000000075,0.0
15,8,1,1,74076.116,74231.494,155.4,5.0,18.0,50.0111,90.6047,-7.528,45.0,0.0,-7.298376000000077,38.08184400000241,0.0
16,10,1,0,74438.303,74632.032,193.7,5.0,21.0,30.4773,108.8297,-36.527,45.0,0.0,-36.791727,38.96322200000004,0.0
17,12,1,0,38808.038,39032.293,224.3,5.0,28.0,36.5076,121.9663,43.031,45.0,0.0,43.668684000000006,38.01397999999986,0.0
18,13,1,0,44771.965,44974.973,203.0,5.0,20.0,44.4062,120.3313,-34.519,45.0,0.0,-35.45145999999985,38.96179500000118,0.0
19,13,1,1,68508.542,68677.826,169.3,5.0,20.0,44.4062,120.3313,-24.228,45.0,0.0,-24.278,38.099451999999495,0.0
20,14,1,0,50539.385,50715.045,175.7,5.0,28.0,52.5608,96.8255,26.346,45.0,0.0,26.583540000000006,35.195684999999145,0.0
21,14,1,2,68198.941,68416.886,217.9,5.0,28.0,52.5608,96.8255,-40.421,45.0,0.0,-41.24452500000016,37.40646699999807,0.0
22,14,1,3,74072.293,74282.705,210.4,5.0,28.0,52.5608,96.8255,37.355,45.0,0.0,38.61501300000021,36.51227799999819,0.0
23,16,1,0,44521.113,44676.859,155.7,9.0,24.0,33.8584,103.3013,-3.758,45.0,0.0,-4.658293999999907,35.194856000001195,0.0
24,16,1,1,74520.881,74561.368,40.5,9.0,24.0,33.8584,103.3013,-45.0,-33.289,0.0,-43.8789500000003,-40.78779899999831,0.0
25,18,1,0,44285.805,44501.4,215.6,8.0,24.0,20.9057,98.7697,-37.705,45.0,0.0,-39.04286000000001,37.8101049999999,0.0
26,18,1,1,80365.064,80537.648,172.6,8.0,24.0,20.9057,98.7697,23.878,45.0,0.0,25.20932799999992,35.887456000000675,0.0
27,19,1,0,80681.591,80704.699,23.1,7.0,17.0,9.2059,96.3556,-45.0,-38.802,0.0,-44.03653999999998,-43.498114000000086,0.0
28,20,1,0,38727.088,38891.609,164.5,5.0,20.0,28.9022,120.5393,21.334,45.0,0.0,21.10067999999995,37.93609599999862,0.0
29,20,1,1,74548.528,74768.189,219.7,5.0,20.0,28.9022,120.5393,39.672,45.0,0.0,40.7914560000003,39.26256799999818,0.0
30,21,1,0,38421.941,38580.938,159.0,6.0,20.0,10.6228,113.1804,-10.934,45.0,0.0,-11.979990999999945,37.091727000000496,0.0
31,22,1,0,74837.582,75032.821,195.2,8.0,22.0,9.2083,122.2772,-38.207,45.0,0.0,-38.42649199999997,38.803178000001644,0.0
