node_id,task_id,sat_id,window_id,start,end,duration,profit,task_duration,coord_1,coord_2,roll,pitch,yaw,end_roll,end_pitch,end_yaw
0,0,1,0,38817.58,39038.277,220.7,5.0,20.0,36.8271,122.4137,42.313,45.0,0.0,42.77560000000003,40.129819999999526,0.0
1,1,1,0,50499.787,50676.938,177.2,8.0,23.0,51.0265,93.9032,27.314,45.0,0.0,27.523721999999978,37.32521800000131,0.0
2,1,1,1,74088.383,74253.405,165.0,8.0,23.0,51.0265,93.9032,17.56,45.0,0.0,18.370639000000054,36.190415999999274,0.0
3,2,1,0,44413.393,44602.097,188.7,7.0,20.0,27.5843,101.8797,-29.508,45.0,0.0,-30.580042999999815,38.320839000001364,0.0
4,3,1,0,38262.963,38429.344,166.4,8.0,18.0,3.7775,106.2991,24.086,45.0,0.0,23.843591999999948,38.88713399999871,0.0
5,3,1,1,80671.744,80826.634,154.9,8.0,18.0,3.7775,106.2991,10.095,45.0,0.0,11.06043200000032,37.77399199999723,0.0
6,4,1,1,68563.866,68739.877,176.0,7.0,29.0,44.9598,127.9959,25.001,45.0,0.0,26.27063999999978,34.081300000002464,0.0
7,5,1,0,50068.488,50227.448,159.0,6.0,17.0,27.3785,75.2022,-10.139,45.0,0.0,-10.92195999999989,38.47769600000106,0.0
8,6,1,0,38416.696,38571.91,155.2,7.0,22.0,11.3099,111.3919,11.642,45.0,0.0,10.95633599999988,36.391231999998375,0.0
9,7,1,0,50156.812,50379.864,223.1,7.0,22.0,37.1161,74.6421,42.764,45.0,0.0,43.28223999999996,39.65013600000052,0.0
10,8,1,0,74854.505,75057.255,202.7,7.0,17.0,12.2599,129.0329,35.655,45.0,0.0,36.66828000000026,39.72828999999841,0.0
11,10,1,0,38410.795,38590.808,180.0,9.0,16.0,12.7786,109.9228,31.407,45.0,0.0,31.406615000000006,40.18026500000058,0.0
12,11,1,0,68569.461,68749.106,179.6,7.0,29.0,40.9972,123.5712,-30.221,45.0,0.0,-30.422921999999993,35.18283400000175,0.0
13,12,1,1,56250.556,56313.071,62.5,9.0,17.0,49.1914,84.9388,-42.551,45.0,0.0,-43.34346399999986,40.800992000000846,0.0
14,12,1,2,74013.191,74209.899,196.7,9.0,17.0,49.1914,84.9388,-35.438,45.0,0.0,-35.81062900000012,40.17583499999805,0.0
15,13,1,0,56132.797,56324.838,192.0,7.0,27.0,45.591,73.2874,-30.931,45.0,0.0,-32.10587999999994,35.96937300000052,0.0
16,13,1,1,79845.541,80001.514,156.0,7.0,27.0,45.591,73.2874,-10.661,45.0,0.0,-10.270803000000043,33.97528700000126,0.0
17,14,1,0,56254.374,56410.606,156.2,5.0,27.0,52.4091,77.699,4.994,45.0,0.0,4.623389999999948,33.92212199999829,0.0
