task_id,coord_1,coord_2,task_type,duration,profit
0,-50.6603,163.2516,5,27.0,9.0
1,41.769,107.7377,9,18.0,7.0
2,50.7504,-45.9779,5,26.0,6.0
3,50.7203,-23.3264,5,21.0,7.0
4,38.0998,115.5472,10,16.0,7.0
5,-31.3558,-163.9772,9,16.0,9.0
6,-21.6692,17.083,5,19.0,8.0
7,14.8874,129.1514,10,24.0,6.0
8,12.1504,-30.9392,3,18.0,8.0
9,-3.8072,100.2163,5,27.0,6.0
10,-24.6743,69.2735,1,25.0,8.0
11,-31.6826,129.429,7,19.0,5.0
12,37.0512,70.3082,7,20.0,9.0
13,-7.2796,-155.2437,2,16.0,7.0
14,-40.3077,103.1968,8,16.0,5.0
15,-5.7904,20.4281,4,21.0,9.0
16,-7.8639,-112.8181,5,27.0,8.0
17,10.9336,132.9766,2,24.0,5.0
18,29.7777,10.0241,8,24.0,8.0
19,44.4485,-170.6721,5,19.0,7.0
20,-11.0965,65.9935,1,21.0,7.0
21,-2.0601,38.8912,10,22.0,6.0
22,15.3025,-19.1885,2,20.0,8.0
23,17.2698,119.7185,2,24.0,9.0
24,6.5662,-32.8127,6,15.0,8.0
25,9.7408,-115.906,1,20.0,8.0
26,-8.5369,-76.0837,5,28.0,9.0
27,25.7047,91.5439,1,21.0,9.0
28,52.4823,-58.8013,8,20.0,9.0
29,-17.5723,-113.8836,2,29.0,7.0
30,-43.802,-30.5972,8,21.0,9.0
31,51.565,48.9022,5,26.0,7.0
32,-20.9322,-95.6466,4,26.0,9.0
33,-15.2951,11.4454,8,21.0,8.0
34,43.3152,-27.8374,5,26.0,5.0
35,-29.1201,-172.1859,6,17.0,7.0
36,-9.7268,-110.7545,7,27.0,9.0
37,-52.5278,119.2021,4,29.0,7.0
38,-41.6943,179.2834,1,29.0,7.0
39,27.6449,15.1825,5,23.0,5.0
40,32.0577,96.1495,8,20.0,5.0
41,17.3946,57.9561,9,20.0,6.0
42,49.2642,-14.2752,3,17.0,8.0
43,-41.3212,-44.6179,10,27.0,7.0
44,2.6065,12.5099,8,29.0,7.0
45,43.5262,-15.0335,4,18.0,8.0
46,19.4095,-15.9072,9,15.0,9.0
47,14.9625,110.8451,9,26.0,5.0
48,-16.5926,-7.521,8,24.0,5.0
49,15.509,112.5456,1,17.0,8.0
50,-12.2176,87.0132,3,16.0,6.0
51,-24.6258,101.1448,3,27.0,8.0
52,-31.1789,-23.2598,10,24.0,7.0
53,0.9479,-35.7496,6,20.0,9.0
54,-20.9589,28.9985,3,24.0,8.0
55,-48.179,133.426,5,27.0,7.0
56,-42.6122,-84.2233,7,24.0,7.0
57,46.7889,-55.2816,5,25.0,7.0
58,38.181,176.2133,7,16.0,6.0
59,43.2561,118.8504,5,17.0,7.0
60,-26.9647,-18.4698,6,19.0,6.0
61,32.244,-144.1156,10,20.0,9.0
62,-10.9123,163.2253,2,19.0,5.0
63,46.6202,114.4731,9,18.0,5.0
64,-35.7747,73.872,7,26.0,6.0
65,-19.8439,0.6206,5,21.0,6.0
66,-30.1738,77.5032,6,18.0,9.0
67,15.8262,171.1149,5,19.0,7.0
68,36.223,177.4616,7,26.0,7.0
69,43.1202,59.9824,3,15.0,7.0
70,-43.4499,33.0835,6,16.0,9.0
71,4.2841,65.2893,4,29.0,9.0
72,-20.9387,68.8146,7,16.0,7.0
73,19.2673,70.4326,10,20.0,7.0
74,49.2364,10.689,2,27.0,7.0
75,-35.0273,167.6303,9,20.0,5.0
76,15.4946,-21.6616,6,15.0,8.0
77,13.0849,46.5573,5,20.0,7.0
78,49.6021,173.8677,10,20.0,8.0
79,-37.0391,144.2026,4,19.0,7.0
80,-30.6183,-79.9954,6,22.0,6.0
81,6.4028,98.7641,6,24.0,5.0
82,7.9263,-60.7517,3,28.0,6.0
83,38.4394,68.1019,1,20.0,5.0
84,-47.4413,-50.2856,4,27.0,8.0
85,51.042,-125.4067,3,16.0,5.0
86,-24.4869,65.4735,7,28.0,7.0
87,-13.9512,158.6637,4,26.0,5.0
88,37.0044,171.9117,9,18.0,6.0
89,14.4901,-150.1385,4,29.0,8.0
90,-4.0913,5.1547,5,18.0,5.0
91,37.188,-27.3672,5,27.0,5.0
92,-9.6719,72.0841,7,23.0,7.0
93,41.6479,-23.6445,10,19.0,5.0
94,44.7217,149.7933,7,19.0,5.0
95,-45.0597,-128.9605,5,23.0,6.0
96,42.2494,-118.1624,6,20.0,8.0
97,26.9953,-20.2158,2,26.0,5.0
98,47.1069,-147.3421,5,26.0,7.0
99,-37.2203,-26.2225,5,26.0,6.0
100,-31.5479,90.3581,5,28.0,5.0
101,4.8029,-92.2513,6,15.0,8.0
102,22.1597,135.2596,4,23.0,7.0
103,-27.8796,-58.1418,8,28.0,6.0
104,-5.3996,53.9984,3,18.0,8.0
105,35.1058,-121.6041,8,26.0,8.0
106,15.6614,-41.4162,4,18.0,9.0
107,-37.356,-75.9135,4,19.0,5.0
108,1.1582,-35.3095,7,17.0,8.0
109,-45.7195,18.3017,8,19.0,8.0
110,32.8992,2.9143,3,22.0,5.0
111,5.5525,5.4986,10,18.0,6.0
112,-12.3915,-7.2342,8,19.0,6.0
113,-18.6455,62.1144,8,25.0,5.0
114,47.4727,-170.48,6,27.0,8.0
115,-48.0029,-4.7598,7,23.0,9.0
116,-23.2831,127.6282,7,29.0,7.0
117,-38.1967,142.6277,6,15.0,9.0
118,14.025,-160.6959,9,29.0,6.0
119,-49.7117,-138.5275,3,28.0,9.0
120,-11.0087,135.0218,5,18.0,6.0
121,30.0961,61.9669,3,28.0,7.0
122,-46.046,172.3907,10,19.0,8.0
123,3.0291,4.4758,5,26.0,8.0
124,-7.6414,39.1089,7,27.0,6.0
125,41.7887,-163.5112,10,22.0,6.0
126,45.7857,36.7351,7,23.0,7.0
127,-10.0395,44.0649,3,26.0,6.0
128,-3.4426,-170.2364,8,24.0,9.0
129,16.2655,80.7136,8,19.0,9.0
130,1.9704,-43.2752,8,17.0,6.0
131,30.4759,-156.0939,10,29.0,6.0
