node_id,task_id,sat_id,window_id,start,end,duration,profit,task_duration,coord_1,coord_2,roll,pitch,yaw,end_roll,end_pitch,end_yaw
0,0,1,0,14564.831,14721.832,157.0,9.0,27.0,-50.6603,163.2516,-5.105,45.0,0.0,-5.780775000000004,33.81716199999993,0.0
1,0,1,1,75966.888,76163.508,196.6,9.0,27.0,-50.6603,163.2516,-36.048,45.0,0.0,-36.547432000000086,36.8940879999978,0.0
2,1,1,0,44652.412,44814.746,162.3,7.0,18.0,41.769,107.7377,17.809,45.0,0.0,17.65105600000004,38.55431600000137,0.0
3,1,1,1,74298.639,74476.846,178.2,7.0,18.0,41.769,107.7377,26.185,45.0,0.0,27.0447549999998,38.77006800000172,0.0
4,2,1,1,23100.024,23299.05,199.0,6.0,26.0,50.7504,-45.9779,34.184,45.0,0.0,35.35196000000005,36.68604799999953,0.0
5,2,1,2,84544.559,84701.743,157.2,6.0,26.0,50.7504,-45.9779,8.554,45.0,0.0,8.23773300000008,34.53800300000298,0.0
6,3,1,0,17429.004,17615.125,186.1,7.0,21.0,50.7203,-23.3264,29.62,45.0,0.0,30.531160000000032,38.00447599999969,0.0
7,3,1,1,78864.034,79024.616,160.6,7.0,21.0,50.7203,-23.3264,14.46,45.0,0.0,14.340728000000002,37.12814200000015,0.0
8,5,1,0,64296.703,64449.739,153.0,9.0,16.0,-31.3558,-163.9772,-9.543,45.0,0.0,-9.126018999999964,38.87570999999942,0.0
9,6,1,0,18710.763,18913.603,202.8,8.0,19.0,-21.6692,17.083,-40.038,45.0,0.0,-40.32615599999999,39.96867800000029,0.0
10,6,1,1,54886.526,54965.347,78.8,8.0,19.0,-21.6692,17.083,45.0,-16.545,0.0,44.34448600000008,-25.196601999999157,0.0
11,7,1,0,74803.227,74839.949,36.7,6.0,24.0,14.8874,129.1514,42.968,45.0,0.0,44.35025799999995,38.411857000000325,0.0
12,8,1,0,72448.131,72601.333,153.2,8.0,18.0,12.1504,-30.9392,2.962,45.0,0.0,2.228498000000254,37.92278800000273,0.0
13,9,1,0,38084.146,38290.982,206.8,6.0,27.0,-3.8072,100.2163,40.243,45.0,0.0,40.58216800000001,37.7211559999998,0.0
14,10,1,0,7472.327,7635.426,163.1,8.0,25.0,-24.6743,69.2735,-23.129,45.0,0.0,-22.819767999999996,35.764119999999906,0.0
15,10,1,1,43437.116,43591.079,154.0,8.0,25.0,-24.6743,69.2735,1.603,45.0,0.0,0.6514759999999297,34.625999999999095,0.0
16,11,1,0,26201.248,26428.361,227.1,5.0,19.0,-31.6826,129.429,43.557,45.0,0.0,44.018455999999986,40.5405200000001,0.0
17,11,1,1,81335.281,81520.14,184.9,5.0,19.0,-31.6826,129.429,29.276,45.0,0.0,30.267769000000133,38.56165799999898,0.0
18,13,1,1,58172.433,58330.507,158.1,7.0,16.0,-7.2796,-155.2437,-20.01,45.0,0.0,-19.69004100000006,39.258501000001104,0.0
19,14,1,0,2078.821,2263.518,184.7,5.0,16.0,-40.3077,103.1968,-32.968,45.0,0.0,-33.139388999999994,40.233712000000025,0.0
20,14,1,1,31781.176,31938.462,157.3,5.0,16.0,-40.3077,103.1968,10.997,45.0,0.0,10.716656000000011,39.06125600000022,0.0
21,16,1,0,4077.867,4234.86,157.0,8.0,27.0,-7.8639,-112.8181,-8.227,45.0,0.0,-9.60235000000001,33.6182979999999,0.0
22,17,1,0,32710.526,32889.423,178.9,5.0,24.0,10.9336,132.9766,30.945,45.0,0.0,30.88631799999999,37.30327599999938,0.0
23,18,1,0,12273.607,12297.636,24.0,8.0,24.0,29.7777,10.0241,-45.0,-38.685,0.0,-43.71364150943399,-44.99325157232694,0.0
24,18,1,1,67130.008,67356.434,226.4,8.0,24.0,29.7777,10.0241,-40.128,45.0,0.0,-41.41039200000008,38.25044799999948,0.0
