task_id,coord_1,coord_2,task_type,duration,profit
0,32.1887,129.1487,1,27.0,8.0
1,10.5476,97.9131,4,27.0,6.0
2,18.9718,99.9637,10,27.0,7.0
3,33.1837,94.7777,1,21.0,5.0
4,37.9866,86.585,1,27.0,6.0
5,43.9962,114.7798,7,28.0,6.0
6,24.9776,132.4442,10,18.0,5.0
7,13.2169,95.1113,5,22.0,5.0
8,20.0066,131.6911,8,29.0,5.0
9,6.1638,111.0735,1,27.0,7.0
10,19.949,103.3717,6,28.0,9.0
11,43.363,97.0214,10,28.0,9.0
12,18.6957,116.5747,9,19.0,5.0
13,41.7303,77.2256,6,20.0,6.0
14,3.7852,85.4652,3,16.0,9.0
15,36.146,117.2487,3,27.0,7.0
16,7.9463,90.8189,1,27.0,6.0
17,38.5743,110.2515,9,26.0,6.0
18,8.308,109.0369,9,21.0,8.0
19,51.5369,121.6945,8,20.0,7.0
20,47.9955,89.0164,9,17.0,9.0
21,46.8752,109.501,10,23.0,7.0
22,35.3152,97.7467,8,23.0,6.0
23,30.002,120.4114,10,25.0,7.0
24,7.5515,95.9147,5,18.0,6.0
25,12.3367,89.7514,6,23.0,5.0
26,7.1535,93.6756,5,25.0,5.0
27,4.3656,128.897,7,17.0,8.0
28,23.7884,96.9434,9,17.0,9.0
29,18.8658,113.5419,5,23.0,7.0
30,34.4128,118.6931,3,20.0,6.0
31,45.8909,99.1075,4,19.0,9.0
32,7.4095,103.3299,10,20.0,7.0
33,34.2246,108.4869,6,20.0,7.0
34,27.2954,126.6684,3,26.0,9.0
35,28.3599,129.8861,2,28.0,9.0
36,3.0866,90.6093,3,23.0,8.0
37,28.6643,126.9207,5,23.0,9.0
38,4.5275,99.9529,2,22.0,8.0
39,29.0922,93.5643,6,25.0,5.0
40,12.0744,87.1612,7,19.0,6.0
41,7.7683,108.8004,7,15.0,7.0
42,14.3101,120.2858,9,21.0,9.0
43,11.6575,122.6977,8,26.0,6.0
44,25.0316,108.9807,10,24.0,7.0
45,38.458,104.3876,2,28.0,8.0
46,51.8467,73.2362,2,29.0,7.0
47,48.6493,106.2122,6,23.0,6.0
48,41.4316,130.5195,9,26.0,8.0
49,50.2427,85.4154,4,27.0,5.0
50,14.7073,98.4646,4,24.0,7.0
51,37.83,109.0041,4,22.0,7.0
52,52.8804,107.9302,8,25.0,7.0
53,17.8091,118.1873,9,25.0,5.0
54,48.5425,121.7698,9,28.0,6.0
55,9.2944,104.7724,8,20.0,9.0
56,5.9265,122.0079,9,18.0,9.0
57,26.6414,129.5996,5,21.0,7.0
58,7.947,119.7036,6,15.0,7.0
59,24.3844,108.7131,4,24.0,6.0
60,4.6244,101.3634,5,29.0,5.0
61,50.2883,130.8301,3,25.0,8.0
62,3.0053,73.3276,5,19.0,7.0
63,30.6819,105.5318,10,27.0,6.0
64,8.4871,74.872,4,18.0,7.0
65,48.9445,76.5353,1,20.0,9.0
66,52.3447,116.2535,6,22.0,8.0
67,24.1143,85.0889,10,29.0,8.0
68,47.1306,82.0693,9,24.0,6.0
69,40.1837,101.4351,10,18.0,5.0
70,32.7359,125.5975,8,17.0,5.0
71,42.2706,116.3486,2,25.0,6.0
72,48.9487,80.5956,8,19.0,8.0
73,47.4789,128.5093,10,22.0,9.0
74,4.217,117.7104,1,17.0,9.0
75,15.3816,87.041,10,28.0,8.0
76,34.1684,110.891,2,19.0,7.0
77,41.452,112.1338,2,15.0,6.0
78,35.4176,112.2259,9,20.0,9.0
79,33.1467,92.8118,1,21.0,9.0
80,6.543,122.8143,5,23.0,8.0
81,26.1288,92.5128,7,16.0,6.0
82,39.2741,99.4511,1,17.0,8.0
83,44.6195,124.1035,2,21.0,9.0
84,34.5005,114.4954,8,27.0,7.0
85,50.4369,83.2473,10,18.0,8.0
86,12.6463,100.4224,7,17.0,8.0
87,10.8233,115.5513,2,18.0,9.0
88,45.1735,75.3125,7,23.0,8.0
89,15.2165,128.3708,5,29.0,8.0
90,27.972,113.528,2,29.0,8.0
91,38.1839,132.7202,7,24.0,7.0
92,41.7598,126.3611,5,27.0,7.0
93,20.7489,78.3971,7,20.0,6.0
94,26.781,112.4489,6,16.0,9.0
95,10.1834,96.8865,6,18.0,5.0
96,22.1779,81.4696,4,18.0,9.0
97,15.4592,86.206,1,17.0,8.0
98,52.1198,112.716,7,20.0,9.0
99,38.9125,100.0366,2,19.0,7.0
100,11.1729,130.3663,2,22.0,6.0
101,40.2096,112.4175,3,19.0,7.0
102,45.7612,102.0006,10,28.0,9.0
103,33.3009,78.0173,3,19.0,8.0
104,15.0162,90.3111,4,15.0,9.0
105,7.4807,109.5731,10,28.0,5.0
106,13.3653,85.799,4,29.0,6.0
107,38.0323,95.1528,5,22.0,8.0
108,50.5255,112.772,4,22.0,7.0
109,11.1715,120.6541,2,16.0,9.0
110,39.0201,79.1417,3,19.0,8.0
111,6.0535,102.1664,5,20.0,7.0
112,8.0979,96.5542,8,28.0,9.0
113,43.7381,89.6906,4,15.0,9.0
114,10.6164,118.5746,1,27.0,6.0
115,3.26,120.5782,9,24.0,7.0
116,45.7353,131.8517,8,26.0,7.0
117,45.9082,132.301,2,17.0,9.0
118,34.5524,124.7064,3,29.0,7.0
119,45.9896,99.8192,2,18.0,6.0
120,41.1,117.3735,7,19.0,8.0
121,41.7075,122.1035,2,20.0,5.0
122,11.6941,124.7592,9,18.0,8.0
123,5.07,76.3542,4,18.0,9.0
124,37.6562,76.7618,10,23.0,9.0
125,51.3612,82.3307,7,17.0,5.0
126,26.2074,109.3098,8,18.0,5.0
127,34.7527,97.8655,8,25.0,7.0
128,9.12,127.1946,6,18.0,8.0
129,20.2487,121.1216,6,21.0,8.0
130,4.9212,122.3274,8,15.0,9.0
131,7.5705,129.1722,6,16.0,7.0
132,3.8502,113.6406,4,29.0,9.0
133,13.7851,87.9891,2,20.0,8.0
134,14.8262,87.4075,8,17.0,9.0
135,47.7733,107.8311,3,24.0,7.0
136,22.0176,85.56,2,18.0,7.0
137,29.5512,84.8307,9,23.0,6.0
138,8.1082,126.3896,4,29.0,8.0
139,47.6283,112.8699,10,18.0,7.0
140,51.1716,84.1303,10,24.0,6.0
141,26.7592,80.4119,5,25.0,6.0
142,16.5533,73.6654,4,29.0,7.0
143,37.1884,82.5657,8,27.0,5.0
144,33.4908,97.0945,5,23.0,9.0
145,18.8058,111.8637,3,29.0,5.0
146,43.2002,93.3007,3,22.0,9.0
147,6.6804,107.5111,9,28.0,7.0
148,34.1669,77.4023,1,28.0,9.0
149,51.8885,83.3943,5,16.0,6.0
150,48.6265,131.3952,6,24.0,5.0
151,36.5556,108.9892,6,16.0,9.0
152,9.4624,86.2697,9,22.0,7.0
153,35.4536,100.3735,4,20.0,6.0
154,11.6281,116.3003,9,17.0,8.0
155,44.6947,123.38,8,29.0,9.0
156,20.6963,106.4451,8,24.0,6.0
157,20.7996,98.4192,10,17.0,7.0
158,19.2277,126.2796,1,27.0,8.0
159,23.5121,113.2794,4,21.0,7.0
160,43.3442,114.1426,9,28.0,8.0
161,12.5725,95.1543,1,26.0,6.0
162,12.5821,81.6285,9,27.0,8.0
163,48.0316,102.1202,8,26.0,7.0
164,9.4696,126.9303,5,25.0,7.0
165,47.7089,114.1121,2,25.0,5.0
166,15.6496,97.0584,4,29.0,7.0
167,38.5353,99.8554,8,28.0,7.0
168,17.6402,98.196,8,20.0,7.0
169,43.6409,88.9106,3,15.0,5.0
170,38.6753,96.822,6,24.0,5.0
171,4.3814,98.091,10,19.0,7.0
172,51.7265,103.873,6,15.0,5.0
173,47.6314,89.2167,6,21.0,8.0
174,11.074,117.1959,6,25.0,7.0
175,27.3087,77.4335,10,17.0,6.0
176,15.6172,86.1766,1,16.0,8.0
177,44.1016,116.3605,5,23.0,8.0
178,8.1648,88.4729,8,18.0,7.0
179,52.3195,120.1536,5,18.0,8.0
180,9.1988,132.8812,4,19.0,8.0
181,33.9596,84.3807,4,17.0,7.0
182,31.2076,102.3591,4,15.0,5.0
183,27.1454,85.1041,3,25.0,5.0
184,6.0819,128.1526,6,27.0,8.0
185,10.7566,92.586,10,25.0,6.0
186,34.9041,91.1785,2,18.0,6.0
187,43.8249,114.0967,6,15.0,9.0
188,16.1379,85.0977,7,19.0,6.0
189,29.0019,120.9086,7,17.0,8.0
190,8.1872,92.92,10,29.0,5.0
191,24.982,119.9055,2,22.0,8.0
192,30.9261,76.9011,3,27.0,6.0
193,4.8445,95.4426,6,16.0,5.0
194,34.5924,121.3594,5,25.0,8.0
195,15.7983,99.4953,5,25.0,5.0
196,29.4387,118.9093,10,29.0,7.0
197,27.5405,99.9715,10,17.0,9.0
198,40.4627,118.2061,7,25.0,8.0
199,33.7355,88.2179,1,29.0,5.0
200,20.7464,94.484,5,28.0,9.0
201,14.3923,96.9679,5,27.0,6.0
202,14.8005,128.9183,3,25.0,5.0
203,6.1145,112.4004,5,29.0,9.0
204,35.0741,93.5835,4,29.0,6.0
205,13.7623,100.1824,8,24.0,9.0
206,24.1478,113.7602,2,26.0,5.0
207,40.3362,83.0894,7,25.0,5.0
208,45.0239,85.2516,4,28.0,9.0
209,47.6476,130.6246,6,20.0,9.0
210,3.5526,107.8911,10,25.0,6.0
211,49.0474,94.2863,3,26.0,8.0
212,9.0095,74.4615,5,19.0,5.0
213,4.3866,92.7483,3,26.0,6.0
214,10.0643,124.2929,6,20.0,8.0
215,45.9961,84.6281,8,25.0,5.0
216,44.6965,111.0485,4,25.0,5.0
217,32.681,116.1565,5,17.0,5.0
218,37.0266,124.7816,3,21.0,6.0
219,35.2037,108.4174,3,22.0,7.0
