node_id,task_id,sat_id,window_id,start,end,duration,profit,task_duration,coord_1,coord_2,roll,pitch,yaw,end_roll,end_pitch,end_yaw
0,0,1,0,50418.472,50577.616,159.1,7.0,19.0,46.0141,89.4837,13.271,45.0,0.0,13.05986399999998,37.92045599999933,0.0
1,0,1,1,74075.858,74288.312,212.5,7.0,19.0,46.0141,89.4837,-40.017,45.0,0.0,-40.501733999999836,40.051896000002046,0.0
2,1,1,0,80193.699,80365.925,172.2,8.0,24.0,27.2428,88.8339,-28.197,45.0,0.0,-28.136806000000043,36.82079800000269,0.0
3,2,1,0,38835.579,39020.02,184.4,8.0,27.0,32.1887,129.1487,-27.753,45.0,0.0,-29.1106339999999,35.38239900000088,0.0
4,3,1,0,80486.48,80676.119,189.6,6.0,27.0,10.5476,97.9131,-36.453,45.0,0.0,-36.61848,36.83860000000145,0.0
5,4,1,0,50304.185,50517.832,213.6,7.0,26.0,38.3681,89.3115,-37.3,45.0,0.0,-38.58832499999989,37.2251750000008,0.0
6,4,1,1,80037.12,80248.353,211.2,7.0,26.0,38.3681,89.3115,37.624,45.0,0.0,38.97063999999978,37.04952000000165,0.0
7,5,1,0,1169.725,1329.565,159.8,9.0,19.0,10.4563,74.9644,-21.456,45.0,0.0,-21.121775000000003,38.13257500000004,0.0
8,6,1,0,50253.674,50459.828,206.2,6.0,26.0,41.2015,79.171,38.715,45.0,0.0,39.19143599999999,37.8189940000003,0.0
9,6,1,1,79946.39,80100.597,154.2,6.0,26.0,41.2015,79.171,-8.332,45.0,0.0,-7.789030000000014,34.294170000000285,0.0
10,8,1,0,74193.514,74389.343,195.8,8.0,28.0,42.0163,96.9386,-36.048,45.0,0.0,-36.500167999999945,36.56253000000157,0.0
11,9,1,0,80400.71,80574.748,174.0,7.0,27.0,18.9718,99.9637,24.706,45.0,0.0,26.212920000000334,34.60723999999708,0.0
12,10,1,0,74214.475,74378.433,164.0,7.0,20.0,43.1257,98.8311,-20.595,45.0,0.0,-20.52667499999996,37.812824999997595,0.0
13,11,1,0,44503.607,44671.708,168.1,5.0,28.0,32.4211,104.0224,-18.656,45.0,0.0,-19.975315000000162,33.945281999998286,0.0
14,14,1,0,44595.449,44638.254,42.8,5.0,21.0,33.1837,94.7777,45.0,-32.529,0.0,44.01554999999997,-39.293659000000154,0.0
15,14,1,1,80134.431,80162.868,28.4,5.0,21.0,33.1837,94.7777,43.473,45.0,0.0,44.62698099999984,39.515441000000905,0.0
