node_id,task_id,sat_id,window_id,start,end,duration,profit,task_duration,coord_1,coord_2,roll,pitch,yaw,end_roll,end_pitch,end_yaw
0,0,1,0,79890.297,80114.247,224.0,9.0,22.0,39.2492,74.4024,-43.055,45.0,0.0,-43.62583100000014,39.60402799999836,0.0
1,1,1,0,1047.637,1207.14,159.5,5.0,26.0,18.9072,73.9085,14.77,45.0,0.0,16.141486999999998,34.19504800000003,0.0
2,1,1,1,49915.65,50138.351,222.7,5.0,26.0,18.9072,73.9085,-39.326,45.0,0.0,-40.77780000000008,37.37824999999951,0.0
3,2,1,0,44624.083,44812.149,188.1,9.0,28.0,42.1208,105.339,32.969,45.0,0.0,33.254414999999995,36.17187500000048,0.0
4,2,1,1,74283.461,74444.058,160.6,9.0,28.0,42.1208,105.339,14.053,45.0,0.0,15.17005699999984,33.45696100000215,0.0
5,3,1,0,38875.008,39037.402,162.4,9.0,28.0,34.5549,129.0951,-13.754,45.0,0.0,-14.973336000000069,33.58803999999919,0.0
6,3,1,1,68686.186,68881.795,195.6,9.0,28.0,34.5549,129.0951,-36.75,45.0,0.0,-37.12567400000002,36.64634199999947,0.0
7,4,1,0,38395.424,38550.225,154.8,5.0,23.0,9.3764,111.8856,-4.25,45.0,0.0,-5.353351999999956,35.541936000000454,0.0
8,5,1,0,44414.148,44637.421,223.3,5.0,22.0,33.215,95.6734,42.993,45.0,0.0,43.49481200000002,39.68374399999971,0.0
9,6,1,0,80462.627,80615.185,152.6,5.0,29.0,15.1736,100.0083,5.765,45.0,0.0,7.17309599999967,32.2260470000037,0.0
10,7,1,0,44554.484,44723.243,168.8,8.0,21.0,37.4451,102.7451,23.666,45.0,0.0,23.578128000000028,37.7433680000013,0.0
11,7,1,1,74300.933,74490.576,189.6,8.0,21.0,37.4451,102.7451,-34.533,45.0,0.0,-34.79739700000004,38.74357899999847,0.0
12,8,1,0,44600.798,44761.515,160.7,8.0,20.0,37.4879,107.5843,-11.769,45.0,0.0,-12.5879200000001,37.268485999998894,0.0
13,8,1,1,74362.172,74514.801,152.6,8.0,20.0,37.4879,107.5843,-3.376,45.0,0.0,-2.7988399999998217,36.98467599999722,0.0
14,9,1,0,80547.785,80762.197,214.4,7.0,20.0,5.9075,99.183,-42.95,45.0,0.0,-43.31877500000005,40.06012499999904,0.0
15,10,1,0,44655.182,44845.115,189.9,8.0,18.0,43.7458,106.8626,33.535,45.0,0.0,33.77700200000001,39.73830399999977,0.0
16,10,1,1,74260.718,74452.652,191.9,8.0,18.0,43.7458,106.8626,31.852,45.0,0.0,32.734027999999704,39.24039200000232,0.0
17,11,1,0,80564.79,80743.674,178.9,7.0,20.0,6.8445,100.4453,-32.624,45.0,0.0,-32.62963000000002,38.774920000002254,0.0
18,12,1,0,50574.624,50756.393,181.8,9.0,25.0,50.0126,104.2389,-26.785,45.0,0.0,-27.745840000000122,36.29627999999861,0.0
19,12,1,1,68284.289,68504.419,220.1,9.0,25.0,50.0126,104.2389,-41.23,45.0,0.0,-41.949225000000105,38.469877999998715,0.0
20,14,1,0,80563.352,80718.265,154.9,7.0,19.0,9.7673,103.2586,9.952,45.0,0.0,10.956303999999946,37.32132000000049,0.0
21,15,1,0,80174.629,80327.884,153.3,6.0,27.0,30.5562,90.3504,4.741,45.0,0.0,5.851789000000033,33.42717799999958,0.0
22,16,1,0,1128.783,1309.339,180.6,8.0,16.0,11.3958,73.0104,-33.202,45.0,0.0,-33.243,40.20461000000004,0.0
23,17,1,0,50263.723,50433.263,169.5,8.0,18.0,36.9548,84.2876,-19.627,45.0,0.0,-20.452534999999916,38.46729300000076,0.0
24,17,1,1,80042.152,80194.68,152.5,8.0,18.0,36.9548,84.2876,-2.248,45.0,0.0,-1.7022879999999423,37.87999199999915,0.0
25,18,1,0,1128.747,1337.236,208.5,5.0,27.0,14.574,79.2415,37.217,45.0,0.0,38.771591,36.37935699999998,0.0
26,19,1,0,74864.094,75018.116,154.0,7.0,23.0,11.4554,126.1892,8.589,45.0,0.0,9.772793999999864,35.37828200000133,0.0
27,20,1,0,74498.398,74701.976,203.6,6.0,28.0,26.8849,111.0248,-39.563,45.0,0.0,-39.98398000000001,37.13905799999966,0.0
28,21,1,0,44205.396,44367.224,161.8,9.0,27.0,18.5303,90.4825,19.808,45.0,0.0,19.299891999999986,34.747631999999705,0.0
29,22,1,0,44697.539,44854.445,156.9,6.0,15.0,42.3859,111.8733,-5.46,45.0,0.0,-5.950786999999902,39.335081000001246,0.0
30,23,1,0,50543.965,50701.797,157.8,6.0,15.0,50.004,99.3615,-6.833,45.0,0.0,-7.231089999999909,39.384525000001446,0.0
31,23,1,1,74127.274,74322.435,195.2,6.0,15.0,50.004,99.3615,32.906,45.0,0.0,33.60205600000022,40.41820999999836,0.0
32,25,1,0,38316.291,38493.609,177.3,9.0,18.0,4.5661,111.5374,-24.625,45.0,0.0,-25.677295999999856,38.60760000000102,0.0
33,27,1,0,50123.682,50319.822,196.1,6.0,27.0,29.7085,80.0443,-32.205,45.0,0.0,-33.61373600000003,35.97001999999972,0.0
34,28,1,0,44298.802,44452.82,154.0,9.0,18.0,22.3861,94.7663,0.23,45.0,0.0,-0.49108000000013274,37.93130799999852,0.0
35,28,1,1,80320.685,80471.777,151.1,9.0,18.0,22.3861,94.7663,-5.324,45.0,0.0,-4.685655000000087,37.841010000001056,0.0
36,29,1,0,50154.357,50309.34,155.0,7.0,22.0,32.1796,77.7685,-1.667,45.0,0.0,-2.4762090000001336,36.130138999998294,0.0
37,30,1,0,38884.298,39089.953,205.7,8.0,19.0,39.4875,125.5244,38.698,45.0,0.0,39.05547000000004,39.96508999999926,0.0
38,30,1,1,68605.286,68782.6,177.3,8.0,19.0,39.4875,125.5244,-29.344,45.0,0.0,-29.46585799999998,38.90418200000262,0.0
39,31,1,0,80583.274,80740.074,156.8,6.0,25.0,8.7284,104.0169,12.295,45.0,0.0,13.645522000000259,34.50745199999755,0.0
40,32,1,0,50163.861,50366.021,202.2,6.0,29.0,36.4158,75.3342,37.939,45.0,0.0,38.36960999999997,36.687704000000956,0.0
41,33,1,0,43994.535,44172.632,178.1,8.0,16.0,5.1328,87.9393,-25.006,45.0,0.0,-25.946495000000198,39.41895499999865,0.0
42,34,1,0,44693.224,44860.74,167.5,5.0,24.0,44.1338,109.5999,22.042,45.0,0.0,21.980431999999986,36.38402399999916,0.0
43,34,1,1,74254.695,74296.973,42.3,5.0,24.0,44.1338,109.5999,42.963,45.0,0.0,44.19436000000034,38.66627999999793,0.0
44,35,1,0,50275.37,50477.452,202.1,8.0,18.0,42.0689,80.28,37.554,45.0,0.0,37.88392000000004,40.13799999999922,0.0
45,35,1,1,79945.34,80100.379,155.0,8.0,18.0,42.0689,80.28,6.141,45.0,0.0,6.760559999999881,37.92234000000157,0.0
46,36,1,0,56268.838,56463.196,194.4,6.0,25.0,50.5923,83.3888,-31.964,45.0,0.0,-32.97100600000012,36.94010199999875,0.0
47,36,1,1,73993.51,74177.878,184.4,6.0,25.0,50.5923,83.3888,-30.854,45.0,0.0,-31.252119999999938,36.90022000000199,0.0
48,37,1,1,74251.195,74405.637,154.4,8.0,24.0,42.4615,101.6396,-8.44,45.0,0.0,-7.970709999999846,35.28981499999663,0.0
49,38,1,0,80774.027,80802.164,28.1,5.0,22.0,3.8611,99.2318,-45.0,-37.173,0.0,-43.76337999999989,-43.475885000000474,0.0
50,39,1,0,44275.764,44451.424,175.7,8.0,27.0,20.4409,96.2127,-23.585,45.0,0.0,-25.041964000000146,34.779491999998726,0.0
51,39,1,1,80359.408,80510.18,150.8,8.0,27.0,20.4409,96.2127,-2.634,45.0,0.0,-1.5632720000001719,33.3558000000022,0.0
52,41,1,0,44061.605,44223.742,162.1,7.0,18.0,8.9876,88.731,-14.289,45.0,0.0,-15.269670000000174,38.08882499999861,0.0
53,42,1,0,56330.731,56519.56,188.8,9.0,29.0,52.6617,88.2085,-30.022,45.0,0.0,-31.086122999999994,35.13640700000009,0.0
54,42,1,1,74030.65,74186.871,156.2,9.0,29.0,52.6617,88.2085,6.25,45.0,0.0,6.942949999999866,32.760250000003,0.0
55,43,1,0,44343.056,44533.843,190.8,7.0,26.0,27.7585,93.8434,34.922,45.0,0.0,35.12216799999999,37.18023200000111,0.0
56,43,1,1,80235.832,80399.793,164.0,7.0,26.0,27.7585,93.8434,18.029,45.0,0.0,19.346935999999754,34.52230400000245,0.0
57,44,1,0,74430.388,74617.141,186.8,5.0,21.0,31.2664,108.6426,-34.127,45.0,0.0,-34.318328000000044,38.670915999997845,0.0
58,46,1,0,44388.19,44443.816,55.6,6.0,23.0,22.725,88.5092,45.0,-27.24,0.0,43.97568999999989,-35.72508000000077,0.0
59,46,1,1,80401.593,80450.994,49.4,6.0,23.0,22.725,88.5092,-45.0,-29.548,0.0,-43.93735000000033,-37.66638799999794,0.0
60,47,1,0,50532.224,50692.439,160.2,6.0,15.0,50.9936,96.9319,13.941,45.0,0.0,13.860431999999987,39.6089519999992,0.0
61,47,1,1,74101.972,74288.375,186.4,6.0,15.0,50.9936,96.9319,29.676,45.0,0.0,30.336823999999762,40.20477200000199,0.0
