task_id,coord_1,coord_2,task_type,duration,profit
0,39.2492,74.4024,6,22.0,9.0
1,18.9072,73.9085,3,26.0,5.0
2,42.1208,105.339,6,28.0,9.0
3,34.5549,129.0951,9,28.0,9.0
4,9.3764,111.8856,5,23.0,5.0
5,33.215,95.6734,3,22.0,5.0
6,15.1736,100.0083,4,29.0,5.0
7,37.4451,102.7451,4,21.0,8.0
8,37.4879,107.5843,6,20.0,8.0
9,5.9075,99.183,8,20.0,7.0
10,43.7458,106.8626,5,18.0,8.0
11,6.8445,100.4453,4,20.0,7.0
12,50.0126,104.2389,7,25.0,9.0
13,19.6139,107.8272,4,27.0,7.0
14,9.7673,103.2586,2,19.0,7.0
15,30.5562,90.3504,8,27.0,6.0
16,11.3958,73.0104,2,16.0,8.0
17,36.9548,84.2876,6,18.0,8.0
18,14.574,79.2415,3,27.0,5.0
19,11.4554,126.1892,6,23.0,7.0
20,26.8849,111.0248,5,28.0,6.0
21,18.5303,90.4825,3,27.0,9.0
22,42.3859,111.8733,9,15.0,6.0
23,50.004,99.3615,5,15.0,6.0
24,10.2075,94.7878,7,16.0,6.0
25,4.5661,111.5374,10,18.0,9.0
26,36.2319,117.7037,6,20.0,9.0
27,29.7085,80.0443,7,27.0,6.0
28,22.3861,94.7663,3,18.0,9.0
29,32.1796,77.7685,6,22.0,7.0
30,39.4875,125.5244,7,19.0,8.0
31,8.7284,104.0169,3,25.0,6.0
32,36.4158,75.3342,3,29.0,6.0
33,5.1328,87.9393,2,16.0,8.0
34,44.1338,109.5999,10,24.0,5.0
35,42.0689,80.28,3,18.0,8.0
36,50.5923,83.3888,4,25.0,6.0
37,42.4615,101.6396,9,24.0,8.0
38,3.8611,99.2318,6,22.0,5.0
39,20.4409,96.2127,6,27.0,8.0
40,19.7302,132.5185,5,26.0,8.0
41,8.9876,88.731,9,18.0,7.0
42,52.6617,88.2085,6,29.0,9.0
43,27.7585,93.8434,3,26.0,7.0
44,31.2664,108.6426,4,21.0,5.0
45,22.2739,79.1662,10,21.0,7.0
46,22.725,88.5092,10,23.0,6.0
47,50.9936,96.9319,1,15.0,6.0
48,29.3524,88.4888,8,17.0,5.0
49,41.1873,100.2926,6,22.0,9.0
50,3.0714,109.7999,1,20.0,6.0
51,40.028,106.3328,9,24.0,8.0
52,3.8491,120.8292,5,25.0,7.0
53,39.7374,113.5267,2,26.0,9.0
54,7.8152,90.4862,4,20.0,8.0
55,18.3591,97.2454,9,19.0,7.0
56,49.5301,107.2882,2,24.0,7.0
57,42.0585,127.4658,10,19.0,6.0
58,23.2163,117.1599,3,19.0,9.0
59,39.4947,104.6806,8,24.0,5.0
60,7.4151,115.5058,9,23.0,7.0
61,38.4996,86.0617,10,23.0,7.0
62,19.8235,88.9355,6,17.0,7.0
63,25.2756,83.9501,6,19.0,8.0
64,44.3492,97.2526,4,21.0,8.0
65,21.0153,130.7719,10,21.0,5.0
66,41.9587,117.9392,2,18.0,8.0
67,14.1086,73.2701,1,16.0,7.0
68,31.1737,92.3255,3,27.0,8.0
69,9.9367,108.6602,10,26.0,7.0
70,30.3696,86.3547,3,15.0,8.0
71,37.2046,91.07,1,28.0,7.0
72,40.3564,118.6606,7,23.0,6.0
73,32.3742,73.7208,9,22.0,7.0
74,25.0505,77.8169,3,27.0,6.0
75,28.2446,108.29,8,24.0,8.0
76,41.2985,86.0346,8,15.0,8.0
77,30.8298,115.0012,6,23.0,8.0
78,49.0503,80.8494,4,22.0,9.0
79,43.1232,119.2828,5,22.0,9.0
80,9.3361,80.1048,4,18.0,5.0
81,26.3555,95.4289,9,24.0,9.0
82,7.7962,111.6149,6,16.0,8.0
83,29.4942,117.095,9,27.0,8.0
