Run,Representative_Index,Task_Count,Profit,Load,Attitude,Quality,Task_Order,Task_ID,Window_Index,Satellite_Index,Actual_Start,Actual_End,Duration_Seconds
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,1,41,0,3,2013-04-20T00:00:10.718,2013-04-20T00:00:33.718,23.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,2,72,0,3,2013-04-20T00:01:57.690,2013-04-20T00:02:13.690,16.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,3,457,0,3,2013-04-20T00:02:55.138,2013-04-20T00:03:23.138,28.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,4,492,0,3,2013-04-20T00:04:10.832,2013-04-20T00:04:37.832,27.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,5,353,0,3,2013-04-20T00:05:25.525,2013-04-20T00:05:53.525,28.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,6,740,0,2,2013-04-20T00:06:52.422,2013-04-20T00:07:16.422,24.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,7,798,0,3,2013-04-20T00:07:12.362,2013-04-20T00:07:28.362,16.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,8,277,0,2,2013-04-20T00:07:59.936,2013-04-20T00:08:26.936,27.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,9,673,0,2,2013-04-20T00:09:04.264,2013-04-20T00:09:27.264,23.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,10,11,0,2,2013-04-20T00:09:53.353,2013-04-20T00:10:22.353,29.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,11,291,0,2,2013-04-20T00:11:04.650,2013-04-20T00:11:33.650,29.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,12,326,0,2,2013-04-20T00:12:13.813,2013-04-20T00:12:41.813,28.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,13,432,0,2,2013-04-20T00:13:09.458,2013-04-20T00:13:30.458,21.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,14,616,0,2,2013-04-20T00:14:06.656,2013-04-20T00:14:25.656,19.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,15,533,0,1,2013-04-20T00:15:26.243,2013-04-20T00:15:49.243,23.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,16,59,0,1,2013-04-20T00:16:53.056,2013-04-20T00:17:10.056,17.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,17,882,0,1,2013-04-20T00:18:31.667,2013-04-20T00:18:47.667,16.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,18,468,0,1,2013-04-20T00:19:54.709,2013-04-20T00:20:10.709,16.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,19,192,0,1,2013-04-20T00:20:34.081,2013-04-20T00:20:59.081,25.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,20,875,0,1,2013-04-20T09:02:17.489,2013-04-20T09:02:43.489,26.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,21,543,0,1,2013-04-20T09:03:10.537,2013-04-20T09:03:31.537,21.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,22,512,0,1,2013-04-20T09:03:52.464,2013-04-20T09:04:16.464,24.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,23,424,0,1,2013-04-20T09:05:12.052,2013-04-20T09:05:35.052,23.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,24,190,0,1,2013-04-20T09:06:17.745,2013-04-20T09:06:44.745,27.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,25,697,0,1,2013-04-20T09:07:07.387,2013-04-20T09:07:22.387,15.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,26,788,0,5,2013-04-20T10:01:09.965,2013-04-20T10:01:37.965,28.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,27,629,0,5,2013-04-20T10:02:17.445,2013-04-20T10:02:43.445,26.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,28,467,0,5,2013-04-20T10:03:18.850,2013-04-20T10:03:45.850,27.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,29,22,0,5,2013-04-20T10:04:27.110,2013-04-20T10:04:49.110,22.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,30,856,0,5,2013-04-20T10:05:04.060,2013-04-20T10:05:33.060,29.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,31,842,0,5,2013-04-20T10:05:50.481,2013-04-20T10:06:12.481,22.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,32,202,0,5,2013-04-20T10:06:45.249,2013-04-20T10:07:04.249,19.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,33,792,0,5,2013-04-20T10:07:40.831,2013-04-20T10:08:06.831,26.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,34,504,0,5,2013-04-20T10:08:56.654,2013-04-20T10:09:15.654,19.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,35,388,0,5,2013-04-20T10:09:50.690,2013-04-20T10:10:14.690,24.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,36,142,0,5,2013-04-20T10:11:14.264,2013-04-20T10:11:35.264,21.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,37,255,0,4,2013-04-20T10:15:08.844,2013-04-20T10:15:32.844,24.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,38,264,0,4,2013-04-20T10:16:18.014,2013-04-20T10:16:35.014,17.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,39,222,0,4,2013-04-20T10:17:49.653,2013-04-20T10:18:13.653,24.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,40,210,0,4,2013-04-20T10:18:26.345,2013-04-20T10:18:55.345,29.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,41,698,0,4,2013-04-20T10:19:15.469,2013-04-20T10:19:38.469,23.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,42,500,0,4,2013-04-20T10:20:19.450,2013-04-20T10:20:39.450,20.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,43,363,0,4,2013-04-20T10:21:25.815,2013-04-20T10:21:52.815,27.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,44,218,0,4,2013-04-20T10:22:28.581,2013-04-20T10:22:54.581,26.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,45,483,0,4,2013-04-20T10:23:18.307,2013-04-20T10:23:40.307,22.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,46,486,0,4,2013-04-20T10:24:12.275,2013-04-20T10:24:36.275,24.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,47,376,0,3,2013-04-20T10:24:21.080,2013-04-20T10:24:41.080,20.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,48,791,0,3,2013-04-20T10:25:24.839,2013-04-20T10:25:53.839,29.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,49,450,0,4,2013-04-20T10:25:27.494,2013-04-20T10:25:48.494,21.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,50,83,0,3,2013-04-20T10:26:13.142,2013-04-20T10:26:37.142,24.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,51,336,0,3,2013-04-20T10:27:06.563,2013-04-20T10:27:33.563,27.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,52,318,0,3,2013-04-20T10:27:49.732,2013-04-20T10:28:07.732,18.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,53,24,0,3,2013-04-20T10:28:22.950,2013-04-20T10:28:43.950,21.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,54,146,0,3,2013-04-20T10:29:13.002,2013-04-20T10:29:28.002,15.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,55,869,0,3,2013-04-20T10:30:33.634,2013-04-20T10:30:58.634,25.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,56,775,0,2,2013-04-20T10:31:05.663,2013-04-20T10:31:34.663,29.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,57,221,0,3,2013-04-20T10:31:34.122,2013-04-20T10:31:51.122,17.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,58,93,0,2,2013-04-20T10:31:59.622,2013-04-20T10:32:24.622,25.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,59,479,0,3,2013-04-20T10:32:30.412,2013-04-20T10:32:46.412,16.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,60,549,0,2,2013-04-20T10:32:54.416,2013-04-20T10:33:17.416,23.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,61,402,0,3,2013-04-20T10:33:35.918,2013-04-20T10:33:55.918,20.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,62,855,0,2,2013-04-20T10:33:52.428,2013-04-20T10:34:07.428,15.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,63,898,0,3,2013-04-20T10:34:27.885,2013-04-20T10:34:48.885,21.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,64,122,0,2,2013-04-20T10:34:29.120,2013-04-20T10:34:44.120,15.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,65,339,0,2,2013-04-20T10:35:36.343,2013-04-20T10:35:58.343,22.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,66,426,0,3,2013-04-20T10:35:55.656,2013-04-20T10:36:11.656,16.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,67,609,0,2,2013-04-20T10:36:29.060,2013-04-20T10:36:44.060,15.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,68,756,0,2,2013-04-20T10:37:11.350,2013-04-20T10:37:40.350,29.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,69,752,0,3,2013-04-20T10:37:51.751,2013-04-20T10:38:08.751,17.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,70,459,0,1,2013-04-20T10:38:14.686,2013-04-20T10:38:30.686,16.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,71,836,0,2,2013-04-20T10:38:22.339,2013-04-20T10:38:46.339,24.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,72,671,0,1,2013-04-20T10:38:54.480,2013-04-20T10:39:19.480,25.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,73,36,0,2,2013-04-20T10:39:22.893,2013-04-20T10:39:39.893,17.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,74,167,0,1,2013-04-20T10:39:42.036,2013-04-20T10:39:59.036,17.0
1,38,529,3717.0,2.4819347291981715,11817.075039087871,,75,508,0,2,2013-04-20T10:39:57.455,2013-04-20T10:40:15.455,18.0
