node_id,task_id,sat_id,window_id,start,end,duration,profit,task_duration,coord_1,coord_2,roll,pitch,yaw,end_roll,end_pitch,end_yaw
0,0,1,0,44113.388,44321.095,207.7,5.0,27.0,16.1689,86.2923,40.28,45.0,0.0,40.652491999999995,37.74494400000031,0.0
1,1,1,0,50453.371,50617.637,164.3,6.0,26.0,45.8322,94.1053,-15.311,45.0,0.0,-16.25061399999997,34.77163000000038,0.0
2,1,1,1,74140.33,74311.331,171.0,6.0,26.0,45.8322,94.1053,-25.036,45.0,0.0,-25.136,35.74007999999926,0.0
3,2,1,0,74907.028,75097.326,190.3,9.0,21.0,5.6558,124.3739,-36.802,45.0,0.0,-36.95608400000002,38.93275999999812,0.0
4,3,1,0,44798.804,44983.165,184.4,7.0,19.0,45.8134,120.699,-27.821,45.0,0.0,-28.642963999999854,38.69410800000133,0.0
5,3,1,1,68503.207,68659.631,156.4,7.0,19.0,45.8134,120.699,-11.472,45.0,0.0,-11.233102000000072,37.74192000000225,0.0
6,4,1,0,44177.903,44381.466,203.6,8.0,25.0,19.4934,88.2765,39.13,45.0,0.0,39.44912699999999,38.17536100000049,0.0
7,5,1,0,44131.997,44285.488,153.5,9.0,25.0,13.355,89.5551,0.946,45.0,0.0,-0.12186800000013318,34.5854879999985,0.0
8,6,1,0,44509.889,44721.924,212.0,5.0,22.0,37.6506,99.6468,40.376,45.0,0.0,40.81822400000004,39.30030099999917,0.0
9,7,1,0,44267.475,44450.846,183.4,7.0,27.0,19.951,96.422,-27.35,45.0,0.0,-28.830224999999928,35.21517500000062,0.0
10,7,1,1,80367.772,80518.505,150.7,7.0,27.0,19.951,96.422,-3.454,45.0,0.0,-2.4003480000001147,33.373016000001456,0.0
11,8,1,0,50223.946,50436.675,212.7,8.0,20.0,40.0422,77.6905,40.404,45.0,0.0,40.83102800000007,39.882335999998986,0.0
12,8,1,1,79938.316,80109.155,170.8,8.0,20.0,40.0422,77.6905,-25.838,45.0,0.0,-25.869367999999987,38.217075999997604,0.0
13,9,1,1,74958.249,75108.221,150.0,7.0,28.0,5.834,128.0075,-2.968,45.0,0.0,-1.7597950000001727,32.74803800000207,0.0
14,10,1,0,1228.042,1380.876,152.8,6.0,22.0,7.8486,77.1337,-13.497,45.0,0.0,-12.835614000000003,36.25926000000004,0.0
15,11,1,0,38247.07,38421.932,174.9,5.0,17.0,3.4386,105.5283,29.146,45.0,0.0,29.06237,39.6492200000001,0.0
16,11,1,1,80671.622,80821.803,150.2,5.0,17.0,3.4386,105.5283,-0.182,45.0,0.0,0.5936120000001393,38.15774599999862,0.0
17,12,1,0,74468.391,74620.574,152.2,9.0,27.0,32.0363,111.9953,-5.544,45.0,0.0,-4.716096999999892,33.56363499999832,0.0
18,13,1,0,80131.758,80337.188,205.4,9.0,18.0,33.4501,92.773,36.17,45.0,0.0,37.15265800000008,39.55558599999946,0.0
19,15,1,0,74794.006,74962.328,168.3,6.0,15.0,15.5847,125.3558,21.51,45.0,0.0,22.36933599999966,39.51555200000247,0.0
20,16,1,0,44222.375,44414.559,192.2,9.0,16.0,17.5154,95.4694,-30.87,45.0,0.0,-31.790625,39.841875,0.0
21,16,1,1,80383.199,80549.865,166.7,9.0,16.0,17.5154,95.4694,-25.87,45.0,0.0,-25.736811000000074,39.65357400000253,0.0
22,17,1,0,38871.889,39041.41,169.5,8.0,18.0,34.2058,129.6168,-19.661,45.0,0.0,-20.51589400000013,38.45039899999883,0.0
23,17,1,1,68696.628,68889.322,192.7,8.0,18.0,34.2058,129.6168,-35.879,45.0,0.0,-36.12427999999997,39.86492400000096,0.0
24,18,1,0,50340.51,50504.139,163.6,6.0,24.0,42.8441,84.763,18.955,45.0,0.0,18.778389999999977,36.10512999999911,0.0
25,18,1,1,79948.211,80152.176,204.0,6.0,24.0,42.8441,84.763,35.659,45.0,0.0,36.8547059999998,37.51646200000154,0.0
26,19,1,0,44038.371,44215.775,177.4,5.0,22.0,7.5461,89.1338,-24.64,45.0,0.0,-25.908404999999956,36.980180000000345,0.0
27,20,1,0,44660.166,44791.74,131.6,8.0,16.0,39.3565,115.5153,-40.98,45.0,0.0,-41.802133999999874,40.83885600000073,0.0
28,22,1,0,80550.205,80700.762,150.6,6.0,28.0,9.8088,101.6358,-7.357,45.0,0.0,-6.29479999999993,32.936349999999074,0.0
29,23,1,0,80501.411,80613.609,112.2,7.0,29.0,13.3117,105.4518,40.419,45.0,0.0,42.075371999999625,36.27256100000252,0.0
30,24,1,0,50227.559,50382.5,154.9,8.0,22.0,36.2694,80.3081,5.277,45.0,0.0,4.670788999999968,36.24750599999949,0.0
31,24,1,1,79998.32,80183.886,185.6,8.0,22.0,36.2694,80.3081,-33.187,45.0,0.0,-33.402920000000044,38.23003999999754,0.0
32,25,1,0,44195.962,44353.323,157.4,9.0,21.0,16.4926,92.1917,-8.5,45.0,0.0,-9.534175999999977,36.590594000000216,0.0
33,25,1,1,80547.126,80569.68,22.6,9.0,21.0,16.4926,92.1917,-45.0,-39.016,0.0,-43.81243999999977,-44.62924000000092,0.0
34,26,1,0,50502.617,50696.1,193.5,7.0,28.0,52.1399,93.8066,34.108,45.0,0.0,34.59402099999998,36.360029000000594,0.0
35,26,1,1,56354.812,56420.192,65.4,7.0,28.0,52.1399,93.8066,-42.608,45.0,0.0,-43.806667999999924,37.73183600000057,0.0
36,26,1,3,74070.242,74247.192,176.9,7.0,28.0,52.1399,93.8066,25.321,45.0,0.0,26.40846999999994,34.69952000000072,0.0
37,27,1,0,80146.86,80301.344,154.5,5.0,21.0,32.0859,89.4717,7.039,45.0,0.0,7.924120000000024,36.46093999999973,0.0
38,28,1,0,38543.668,38758.937,215.3,7.0,25.0,16.9646,120.2441,-37.644,45.0,0.0,-39.05473599999989,37.428872000000744,0.0
39,28,1,1,74733.318,74893.878,160.6,7.0,25.0,16.9646,120.2441,-21.473,45.0,0.0,-21.051322000000013,35.57821800000031,0.0
40,29,1,0,44203.998,44373.24,169.2,6.0,19.0,18.9809,90.0658,25.472,45.0,0.0,25.304022000000003,38.633756000000155,0.0
41,30,1,0,80174.873,80327.747,152.9,6.0,16.0,30.5029,90.2785,3.756,45.0,0.0,4.401793000000281,38.70700699999697,0.0
42,31,1,0,50196.941,50418.665,221.7,7.0,21.0,33.2665,84.6097,-39.132,45.0,0.0,-40.23904999999994,39.08846700000035,0.0
43,31,1,1,80082.725,80249.897,167.2,7.0,21.0,33.2665,84.6097,-24.51,45.0,0.0,-24.412199999999952,37.668274999997664,0.0
44,32,1,0,38959.387,39161.657,202.3,8.0,19.0,43.065,129.1161,37.546,45.0,0.0,37.89919200000004,39.83535199999926,0.0
45,32,1,1,68599.936,68766.796,166.9,8.0,19.0,43.065,129.1161,19.425,45.0,0.0,20.248312000000066,37.94387999999937,0.0
46,33,1,0,44668.394,44830.032,161.6,6.0,20.0,42.47,108.6121,16.973,45.0,0.0,16.781271999999998,37.6807319999999,0.0
47,33,1,1,74287.403,74485.01,197.6,6.0,20.0,42.47,108.6121,33.767,45.0,0.0,34.76794100000027,38.70133799999798,0.0
48,34,1,0,56225.868,56401.678,175.8,5.0,27.0,49.5853,78.517,-23.687,45.0,0.0,-24.687512000000076,35.10215599999904,0.0
49,34,1,2,79808.925,80033.337,224.4,5.0,27.0,49.5853,78.517,40.541,45.0,0.0,41.83670000000013,37.37922499999906,0.0
50,35,1,0,50488.031,50663.122,175.1,8.0,16.0,46.8994,97.4098,-23.184,45.0,0.0,-23.832209000000105,39.519126999998974,0.0
51,35,1,1,74166.06,74320.191,154.1,8.0,16.0,46.8994,97.4098,1.55,45.0,0.0,1.9625599999999395,38.81878000000102,0.0
52,36,1,0,56231.429,56392.031,160.6,7.0,15.0,52.2711,75.3223,14.265,45.0,0.0,14.209855000000019,39.620400000001425,0.0
53,36,1,1,73895.741,74104.242,208.5,7.0,15.0,52.2711,75.3223,-38.269,45.0,0.0,-38.69726599999986,41.03233300000157,0.0
54,36,1,2,79750.392,79822.64,72.2,7.0,15.0,52.2711,75.3223,42.143,45.0,0.0,42.88342400000033,41.20598399999806,0.0
