task_id,coord_1,coord_2,task_type,duration,profit
0,16.1689,86.2923,9,27.0,5.0
1,45.8322,94.1053,5,26.0,6.0
2,5.6558,124.3739,2,21.0,9.0
3,45.8134,120.699,3,19.0,7.0
4,19.4934,88.2765,6,25.0,8.0
5,13.355,89.5551,9,25.0,9.0
6,37.6506,99.6468,6,22.0,5.0
7,19.951,96.422,2,27.0,7.0
8,40.0422,77.6905,1,20.0,8.0
9,5.834,128.0075,4,28.0,7.0
10,7.8486,77.1337,2,22.0,6.0
11,3.4386,105.5283,6,17.0,5.0
12,32.0363,111.9953,3,27.0,9.0
13,33.4501,92.773,5,18.0,9.0
14,26.2951,131.5487,10,25.0,6.0
15,15.5847,125.3558,9,15.0,6.0
16,17.5154,95.4694,8,16.0,9.0
17,34.2058,129.6168,5,18.0,8.0
18,42.8441,84.763,2,24.0,6.0
19,7.5461,89.1338,5,22.0,5.0
20,39.3565,115.5153,8,16.0,8.0
21,9.0581,93.6894,7,17.0,7.0
22,9.8088,101.6358,3,28.0,6.0
23,13.3117,105.4518,10,29.0,7.0
24,36.2694,80.3081,9,22.0,8.0
25,16.4926,92.1917,2,21.0,9.0
26,52.1399,93.8066,8,28.0,7.0
27,32.0859,89.4717,1,21.0,5.0
28,16.9646,120.2441,4,25.0,7.0
29,18.9809,90.0658,1,19.0,6.0
30,30.5029,90.2785,3,16.0,6.0
31,33.2665,84.6097,1,21.0,7.0
32,43.065,129.1161,5,19.0,8.0
33,42.47,108.6121,3,20.0,6.0
34,49.5853,78.517,4,27.0,5.0
35,46.8994,97.4098,6,16.0,8.0
36,52.2711,75.3223,9,15.0,7.0
37,37.7411,86.8609,2,22.0,7.0
38,22.4111,122.1587,5,28.0,8.0
39,20.2012,102.7158,6,29.0,5.0
40,39.3042,128.4505,3,29.0,9.0
41,25.9055,100.2629,4,15.0,9.0
42,12.925,80.0297,2,27.0,8.0
43,41.1297,125.436,5,25.0,7.0
44,30.9192,77.9012,6,28.0,9.0
45,8.6197,83.0458,10,16.0,7.0
46,22.1362,99.9643,2,28.0,6.0
47,6.0624,77.2627,1,16.0,6.0
48,15.0221,85.0205,8,25.0,6.0
49,16.5531,132.2976,3,18.0,6.0
50,26.5045,120.5931,8,20.0,7.0
51,35.2199,75.9607,7,16.0,9.0
52,17.534,94.4163,3,22.0,8.0
53,40.4547,85.4819,9,21.0,8.0
54,37.5775,119.5748,4,21.0,9.0
55,20.9021,97.7048,4,23.0,8.0
56,9.2051,130.0704,8,26.0,9.0
57,32.4753,76.8613,8,19.0,8.0
58,3.5951,130.6547,5,16.0,5.0
59,47.1751,116.865,5,15.0,7.0
60,6.1515,106.0195,6,23.0,9.0
61,37.6922,93.3397,1,23.0,6.0
