task_id,coord_1,coord_2,task_type,duration,profit
0,30.7035,116.6525,7,16.0,6.0
1,44.4147,103.5732,6,28.0,5.0
2,37.7946,80.8421,8,19.0,9.0
3,36.8366,120.7192,1,26.0,9.0
4,36.076,118.1262,2,15.0,8.0
5,19.2309,101.3163,3,23.0,6.0
6,52.48,95.9278,10,29.0,8.0
7,11.2183,111.4574,5,17.0,8.0
8,44.4463,73.2895,3,27.0,9.0
9,50.3007,78.0307,1,15.0,7.0
10,40.3372,114.4079,1,24.0,6.0
11,43.0984,116.2649,10,22.0,5.0
12,20.8178,127.8531,2,24.0,5.0
13,18.6881,81.36,8,25.0,7.0
14,4.7888,109.1261,9,16.0,7.0
15,35.8347,130.1255,4,15.0,7.0
16,15.0386,98.0419,4,16.0,6.0
17,17.9734,117.7052,3,26.0,8.0
18,25.1642,82.915,7,17.0,7.0
19,48.7354,95.4461,9,25.0,6.0
20,43.3341,97.8379,8,23.0,8.0
21,10.2322,108.9828,1,15.0,9.0
22,45.4938,115.6695,4,28.0,8.0
23,49.9496,122.6184,10,20.0,9.0
24,31.4338,94.1238,5,15.0,8.0
25,46.5263,98.2445,5,24.0,8.0
26,17.1296,86.2956,4,26.0,9.0
27,44.3404,123.84,6,21.0,6.0
28,37.9878,114.8717,1,28.0,6.0
29,39.6063,90.3609,9,22.0,7.0
30,7.3867,131.8974,10,28.0,8.0
31,25.7309,96.5314,2,26.0,6.0
32,39.1951,132.3216,2,19.0,7.0
33,34.4141,128.5747,1,29.0,6.0
34,7.5829,97.0588,2,17.0,8.0
35,46.5407,100.9655,8,25.0,9.0
36,32.0589,129.619,7,16.0,9.0
37,18.0485,94.1873,4,15.0,8.0
38,24.7309,77.0396,1,17.0,5.0
39,38.5531,96.0308,4,20.0,6.0
40,43.294,91.3993,3,19.0,7.0
41,37.3377,121.3551,9,16.0,9.0
42,52.4263,115.8088,3,27.0,7.0
43,42.0126,127.4599,6,22.0,6.0
44,16.7581,126.6569,8,18.0,5.0
45,4.2166,86.9614,7,16.0,7.0
46,27.3484,78.5992,1,20.0,8.0
47,16.7261,113.1948,9,25.0,9.0
48,27.7526,90.0296,7,15.0,7.0
49,39.0569,86.9622,1,23.0,7.0
50,43.1699,126.1252,6,17.0,7.0
51,48.5799,77.7545,10,16.0,8.0
52,25.7032,114.7624,9,24.0,9.0
53,47.7603,94.3231,8,16.0,8.0
54,8.5169,87.0417,3,22.0,7.0
55,52.5667,123.5781,3,26.0,5.0
56,42.5813,112.0405,10,24.0,9.0
57,33.0774,129.0032,3,26.0,8.0
58,12.764,106.1946,10,29.0,5.0
59,42.9506,113.486,2,16.0,8.0
60,21.2876,80.6265,2,27.0,6.0
61,31.4685,95.5974,5,23.0,6.0
62,6.4315,93.4,10,15.0,8.0
63,43.1695,77.9333,1,25.0,8.0
64,51.0909,108.7855,2,19.0,8.0
65,30.8547,89.7882,1,19.0,7.0
66,18.8284,115.6636,5,15.0,9.0
67,36.2259,120.3635,7,21.0,7.0
68,14.2462,95.361,7,20.0,9.0
69,45.764,105.1522,9,18.0,5.0
70,38.8395,131.0348,4,22.0,7.0
71,41.4664,121.5606,3,16.0,5.0
72,17.4783,76.3493,9,16.0,9.0
73,20.8785,91.5272,7,16.0,5.0
74,3.6999,113.153,4,18.0,9.0
75,32.4567,85.6102,10,22.0,9.0
76,4.0612,77.6888,3,17.0,5.0
77,20.466,87.4429,8,22.0,8.0
78,45.7588,114.6935,9,19.0,7.0
79,11.4552,88.1,4,21.0,6.0
80,30.3246,100.314,6,15.0,9.0
81,5.3786,115.7747,4,22.0,7.0
82,30.9579,92.7728,7,18.0,9.0
83,13.571,127.7807,9,15.0,6.0
84,8.8428,121.4204,3,20.0,6.0
85,18.9553,94.4236,5,25.0,7.0
86,19.8734,119.1523,8,19.0,6.0
87,31.2996,74.6779,7,19.0,8.0
88,34.8204,117.6076,7,28.0,5.0
89,29.2814,101.9117,3,21.0,8.0
90,15.8046,85.8509,2,18.0,9.0
91,39.9743,79.6352,5,25.0,6.0
92,37.5256,74.23,1,28.0,8.0
93,42.4977,76.2655,3,27.0,5.0
94,12.1728,109.1625,4,19.0,7.0
95,21.6698,125.8593,7,18.0,5.0
96,44.8622,127.064,10,15.0,6.0
97,9.1643,106.7742,6,20.0,9.0
98,25.7702,90.8497,10,29.0,8.0
99,33.7954,122.2231,10,17.0,9.0
100,26.5602,110.3534,5,19.0,6.0
101,35.6692,128.0842,1,24.0,6.0
102,45.9249,126.4195,1,25.0,6.0
103,42.4723,74.1985,2,23.0,6.0
104,14.3525,115.0,2,28.0,5.0
105,47.298,111.0761,9,23.0,7.0
106,30.6505,117.77,1,20.0,7.0
107,13.7343,109.1825,5,24.0,6.0
108,13.2608,128.6925,9,16.0,9.0
109,31.254,109.848,2,23.0,7.0
110,32.7967,90.0401,2,28.0,8.0
111,41.5602,115.3653,3,16.0,7.0
112,3.9391,93.4169,2,15.0,6.0
113,8.6165,104.2183,5,16.0,9.0
114,12.3202,97.4373,10,17.0,6.0
115,17.9421,110.1225,10,15.0,5.0
116,16.5913,75.6405,3,15.0,7.0
117,16.4504,125.444,5,25.0,6.0
118,28.4299,103.2568,8,16.0,6.0
119,46.2467,126.5547,9,27.0,7.0
120,5.2388,102.7135,10,25.0,7.0
121,12.4323,80.8167,10,22.0,8.0
122,10.6248,114.6976,10,29.0,6.0
123,51.7387,90.7006,9,24.0,9.0
124,14.9132,123.9803,3,27.0,5.0
125,37.1061,93.0279,5,28.0,7.0
126,23.3132,119.7333,1,23.0,5.0
127,41.83,93.2469,3,22.0,7.0
128,9.9365,96.3757,3,28.0,6.0
129,43.682,103.2745,6,27.0,7.0
130,31.4961,89.3749,9,15.0,6.0
131,12.7552,114.1102,8,23.0,5.0
132,45.7424,87.4684,4,29.0,8.0
133,21.6804,79.2813,6,28.0,5.0
134,34.8663,121.6682,1,18.0,7.0
135,45.4335,128.9671,1,21.0,7.0
136,11.8774,103.9566,7,22.0,8.0
137,9.6675,117.6887,6,20.0,6.0
138,7.5716,120.559,1,20.0,5.0
139,47.8795,99.1867,4,18.0,9.0
140,38.4475,109.9628,2,27.0,6.0
141,40.9393,77.3514,3,22.0,5.0
142,16.116,86.6324,10,29.0,7.0
143,19.9452,119.2204,2,19.0,5.0
144,34.4398,116.1879,5,22.0,9.0
145,45.2338,98.5682,10,16.0,5.0
146,23.6112,114.3364,2,24.0,6.0
147,31.0751,115.8963,10,16.0,7.0
148,6.0414,89.1641,8,18.0,7.0
149,46.2112,123.3898,8,29.0,9.0
150,9.3625,80.985,1,16.0,6.0
151,52.4576,78.3449,6,27.0,6.0
152,19.6325,131.61,4,19.0,9.0
153,31.669,107.2505,5,23.0,7.0
154,34.1982,111.8939,6,28.0,7.0
155,20.9697,100.8125,4,15.0,5.0
156,3.2424,102.4679,2,16.0,5.0
157,16.9571,109.4409,1,19.0,9.0
158,26.6211,126.2262,10,26.0,5.0
159,7.1997,130.6252,5,19.0,9.0
160,17.6691,89.9689,3,21.0,6.0
161,26.9509,87.118,5,25.0,5.0
162,29.2805,74.3642,3,24.0,6.0
163,45.0759,123.9293,4,17.0,9.0
164,51.3016,90.9358,3,25.0,7.0
165,39.8431,126.7962,2,28.0,9.0
166,22.9487,82.4057,3,16.0,9.0
167,39.1016,76.9713,9,26.0,8.0
168,5.1921,129.1609,6,18.0,8.0
169,25.4842,88.0644,5,22.0,8.0
170,14.7586,118.8723,6,21.0,8.0
171,52.7226,106.2538,3,27.0,6.0
172,32.1208,93.6139,7,25.0,8.0
173,21.4423,128.6976,9,24.0,7.0
174,41.7665,79.778,7,22.0,6.0
175,4.5008,76.3092,2,16.0,5.0
176,27.2894,97.0877,7,19.0,7.0
177,34.7218,117.8531,1,19.0,8.0
178,11.3901,85.0317,9,21.0,9.0
179,38.0138,88.3354,10,22.0,9.0
180,29.0695,108.9322,1,15.0,9.0
181,9.1103,88.1435,9,16.0,7.0
182,49.9649,99.7653,3,25.0,8.0
183,12.0477,76.7917,3,19.0,8.0
184,34.0648,108.7706,2,28.0,8.0
185,31.74,112.9702,6,22.0,6.0
186,41.7213,107.0315,5,19.0,5.0
187,47.3459,93.5319,2,20.0,8.0
188,22.1022,112.7814,10,26.0,7.0
189,39.0857,101.1388,9,27.0,8.0
190,34.854,132.2946,9,26.0,8.0
191,49.2607,114.3125,5,21.0,7.0
192,25.8018,116.8884,3,26.0,5.0
193,21.6054,81.963,5,24.0,7.0
194,44.9378,116.2923,4,24.0,9.0
195,50.9136,124.6392,8,20.0,8.0
196,8.291,124.3009,8,26.0,7.0
197,42.3091,120.8735,9,24.0,8.0
198,12.9188,126.5596,3,28.0,6.0
199,35.5286,127.7622,5,24.0,5.0
