node_id,task_id,sat_id,window_id,start,end,duration,profit,task_duration,coord_1,coord_2,roll,pitch,yaw,end_roll,end_pitch,end_yaw
0,0,1,0,6109.288,6271.238,161.9,7.0,18.0,47.2001,20.5729,-18.127,45.0,0.0,-18.075560000000003,38.49434400000018,0.0
1,0,1,1,67460.98,67616.949,156.0,7.0,18.0,47.2001,20.5729,5.916,45.0,0.0,5.594380000000077,38.11466000000176,0.0
2,1,1,0,16190.177,16365.717,175.5,9.0,18.0,33.6069,-134.6237,-23.324,45.0,0.0,-24.212495999999984,38.663731000000126,0.0
3,1,1,1,46028.346,46228.781,200.4,9.0,18.0,33.6069,-134.6237,-38.238,45.0,0.0,-38.54484399999997,40.11150800000069,0.0
4,2,1,0,1501.965,1652.063,150.1,5.0,25.0,-6.6378,85.604,-0.477,45.0,0.0,0.6553899999999963,34.266955000000046,0.0
5,3,1,0,1282.707,1462.231,179.5,7.0,25.0,2.9842,77.4266,-33.028,45.0,0.0,-33.020465,36.99258199999996,0.0
6,4,1,0,12815.225,12981.965,166.7,7.0,28.0,-4.7964,38.8571,20.787,45.0,0.0,22.38715000000002,33.61874999999982,0.0
7,5,1,0,10916.828,11073.97,157.1,5.0,25.0,52.851,-90.5573,7.913,45.0,0.0,7.654064000000006,35.00170000000023,0.0
8,5,1,1,28585.947,28766.929,181.0,5.0,25.0,52.851,-90.5573,-29.025,45.0,0.0,-29.424364,36.67156399999996,0.0
9,6,1,0,18593.758,18648.187,54.4,7.0,17.0,-10.9713,21.4208,42.17,45.0,0.0,43.169448000000095,40.40514799999952,0.0
10,8,1,1,72264.649,72470.187,205.5,9.0,18.0,1.3198,-32.2137,-35.221,45.0,0.0,-36.29099300000028,39.46633999999834,0.0
11,9,1,0,80804.034,80847.225,43.2,9.0,27.0,-3.4957,114.3224,42.639,45.0,0.0,44.19476799999998,37.379984000000114,0.0
12,10,1,0,921.017,1121.126,200.1,7.0,18.0,21.5298,66.0193,-39.044,45.0,0.0,-39.304187000000006,40.16791699999999,0.0
13,10,1,1,49893.118,50086.4,193.3,7.0,18.0,21.5298,66.0193,36.07,45.0,0.0,36.23570800000001,39.96606599999931,0.0
14,11,1,0,7370.269,7526.43,156.2,9.0,25.0,-17.2411,68.4341,11.235,45.0,0.0,12.515450000000012,34.498961999999885,0.0
15,11,1,1,43494.157,43712.278,218.1,9.0,25.0,-17.2411,68.4341,42.451,45.0,0.0,42.90619799999999,38.73094100000022,0.0
16,12,1,0,23987.157,24059.255,72.1,9.0,17.0,7.271,-22.7687,-45.0,-18.681,0.0,-44.34940600000003,-26.445195999999676,0.0
17,13,1,0,6203.497,6414.808,211.3,9.0,19.0,40.055,25.4059,-40.406,45.0,0.0,-40.84194000000001,40.08036099999991,0.0
18,14,1,0,32402.841,32612.73,209.9,6.0,17.0,-4.3854,123.7165,40.958,45.0,0.0,41.223933,40.7604069999999,0.0
19,15,1,0,42042.256,42255.238,213.0,5.0,28.0,-48.3112,-39.6358,37.963,45.0,0.0,39.18498400000004,36.647167999999574,0.0
20,15,1,1,65664.352,65777.199,112.8,5.0,28.0,-48.3112,-39.6358,-41.314,45.0,0.0,-42.661135999999956,37.26806400000034,0.0
21,16,1,0,30284.85,30475.87,191.0,7.0,27.0,-33.8106,-22.3269,-35.843,45.0,0.0,-36.12209999999999,36.78740000000052,0.0
22,17,1,0,29294.379,29449.404,155.0,5.0,25.0,22.5897,-50.9732,-15.023,45.0,0.0,-14.421766999999978,35.01745899999961,0.0
23,17,1,1,78285.025,78448.938,163.9,5.0,25.0,22.5897,-50.9732,21.413,45.0,0.0,21.040550000000106,35.81502500000256,0.0
24,18,1,0,78138.665,78323.182,184.5,5.0,15.0,15.9125,-56.2337,33.204,45.0,0.0,33.25966499999999,40.64786500000204,0.0
25,19,1,0,47481.442,47699.068,217.6,9.0,19.0,-44.9761,-86.0072,-41.929,45.0,0.0,-42.40272400000006,40.25256599999924,0.0
26,19,1,1,77067.451,77266.364,198.9,9.0,19.0,-44.9761,-86.0072,-33.414,45.0,0.0,-34.33074600000005,39.11150299999968,0.0
27,20,1,0,11948.966,12143.699,194.7,8.0,29.0,42.0237,12.1066,32.906,45.0,0.0,34.31450400000002,35.18249799999986,0.0
28,20,1,1,67327.594,67490.933,163.3,8.0,29.0,42.0237,12.1066,18.837,45.0,0.0,18.582278000000034,33.821414000001255,0.0
29,22,1,0,50525.315,50749.951,224.6,8.0,23.0,47.4294,103.661,-40.026,45.0,0.0,-41.0842300000001,38.728294999999285,0.0
30,22,1,1,74185.305,74389.897,204.6,8.0,23.0,47.4294,103.661,35.804,45.0,0.0,36.905419999999694,37.948555000002436,0.0
31,25,1,0,2181.616,2401.124,219.5,8.0,15.0,-40.8277,116.243,39.462,45.0,0.0,40.219184,40.911280000000005,0.0
32,26,1,0,51847.254,52001.58,154.3,8.0,29.0,30.0131,-149.3182,7.171,45.0,0.0,8.424668000000034,32.41861799999957,0.0
33,27,1,0,23770.009,23920.36,150.4,6.0,17.0,15.6246,-21.5855,-1.37,45.0,0.0,-0.6526130000000776,38.19086900000083,0.0
34,28,1,0,60342.24,60506.379,164.1,8.0,21.0,-30.5305,-4.5344,-15.795,45.0,0.0,-16.805039999999906,36.89172000000091,0.0
35,29,1,0,44700.039,44737.594,37.6,9.0,20.0,38.3901,98.5492,45.0,-34.494,0.0,44.05401100000015,-40.56568599999919,0.0
36,29,1,1,74416.365,74464.087,47.7,9.0,20.0,38.3901,98.5492,-45.0,-30.711,0.0,-44.16320999999976,-37.51242000000161,0.0
37,30,1,0,12746.039,12956.814,210.8,8.0,26.0,-5.7075,32.354,-42.315,45.0,0.0,-42.731429000000006,38.2111829999998,0.0
38,30,1,1,55125.189,55279.239,154.0,8.0,26.0,-5.7075,32.354,-2.664,45.0,0.0,-3.8950719999999275,34.01842100000078,0.0
39,31,1,0,47830.405,47857.882,27.5,5.0,18.0,-52.4765,-78.2115,-45.0,-37.879,0.0,-44.16415500000006,-42.76043999999971,0.0
40,31,1,1,53501.685,53703.029,201.3,5.0,18.0,-52.4765,-78.2115,34.877,45.0,0.0,35.60602999999991,39.669320000000766,0.0
41,31,1,2,71207.43,71367.931,160.5,5.0,18.0,-52.4765,-78.2115,-11.503,45.0,0.0,-12.025039999999805,38.17867000000301,0.0
42,32,1,0,36360.139,36521.077,160.9,5.0,17.0,-49.125,-21.0291,13.653,45.0,0.0,14.20644800000009,38.60578599999879,0.0
43,32,1,1,59970.222,60152.265,182.0,5.0,17.0,-49.125,-21.0291,-26.998,45.0,0.0,-27.730102000000066,39.33319399999941,0.0
44,33,1,0,38842.977,39068.797,225.8,6.0,28.0,38.3953,123.3724,43.232,45.0,0.0,43.894562999999984,38.056555000000294,0.0
45,33,1,1,68575.084,68797.487,222.4,6.0,28.0,38.3953,123.3724,-42.843,45.0,0.0,-43.52359600000005,37.85005199999924,0.0
46,35,1,0,36386.773,36560.799,174.0,8.0,23.0,-49.6011,-17.7436,23.661,45.0,0.0,24.520282000000034,36.67311299999956,0.0
47,35,1,2,59968.436,60194.05,225.6,8.0,23.0,-49.6011,-17.7436,-40.31,45.0,0.0,-41.41418400000007,38.67683999999953,0.0
48,37,1,0,41673.039,41843.732,170.7,8.0,19.0,-32.5134,-63.4537,22.303,45.0,0.0,23.24683299999986,38.03165900000125,0.0
49,37,1,1,71705.425,71754.727,49.3,8.0,19.0,-32.5134,-63.4537,45.0,-30.227,0.0,44.177024999999865,-36.75645000000091,0.0
50,38,1,1,83254.078,83440.984,186.9,6.0,16.0,-14.3464,-95.8394,34.055,45.0,0.0,34.13315599999999,40.393040000001896,0.0
51,39,1,0,84111.506,84334.597,223.1,5.0,20.0,28.6614,-62.8548,-39.405,45.0,0.0,-40.492311999999686,39.40063400000188,0.0
52,40,1,0,20257.025,20450.076,193.1,7.0,29.0,-50.9362,144.9647,-31.516,45.0,0.0,-32.74795000000005,35.213974999999415,0.0
53,40,1,1,81700.944,81860.472,159.5,7.0,29.0,-50.9362,144.9647,-15.214,45.0,0.0,-15.04250399999997,33.32638399999846,0.0
54,41,1,1,10969.769,11177.636,207.9,7.0,25.0,51.6629,-80.4265,-36.211,45.0,0.0,-37.239453000000005,37.56053999999992,0.0
55,41,1,2,28696.378,28851.038,154.7,7.0,25.0,51.6629,-80.4265,-3.758,45.0,0.0,-3.3739519999999903,34.7504019999997,0.0
56,42,1,0,1287.913,1500.499,212.6,6.0,22.0,5.748,83.8709,38.26,45.0,0.0,39.560215,38.294754,0.0
57,42,1,1,43974.159,44134.783,160.6,6.0,22.0,5.748,83.8709,19.25,45.0,0.0,18.77802500000001,36.88515300000015,0.0
58,43,1,0,35254.858,35415.795,160.9,6.0,29.0,7.9846,-63.7294,16.422,45.0,0.0,18.03447400000001,32.72770399999991,0.0
