task_id,coord_1,coord_2,task_type,duration,profit
0,18.1318,-133.0356,9,15.0,8.0
1,-33.7349,1.2066,2,28.0,7.0
2,-19.354,81.6574,5,18.0,9.0
3,19.9899,34.1723,5,25.0,6.0
4,-9.5218,-12.5789,6,16.0,7.0
5,9.1103,-165.3714,8,23.0,7.0
6,-10.6397,48.6975,8,26.0,8.0
7,41.3885,81.0935,1,18.0,8.0
8,25.969,25.696,2,23.0,5.0
9,18.7197,-62.3799,6,25.0,7.0
10,16.9614,-8.2536,7,27.0,6.0
11,-31.1645,-176.4261,5,23.0,9.0
12,-38.0422,159.2455,6,21.0,9.0
13,19.3073,159.7642,1,24.0,9.0
14,49.1124,-49.2917,6,15.0,5.0
15,35.9121,143.3832,8,15.0,9.0
16,-25.5223,-55.1617,1,16.0,9.0
17,44.7905,107.7653,2,21.0,5.0
18,40.3361,-129.0262,9,19.0,5.0
19,32.08,-140.4148,1,26.0,5.0
20,24.678,79.7837,10,26.0,9.0
21,-21.525,-29.1804,7,26.0,7.0
22,-20.3828,163.8584,7,26.0,9.0
23,31.1999,132.9712,3,24.0,8.0
24,40.5764,0.1275,2,21.0,5.0
25,34.1035,-164.9871,8,28.0,5.0
26,24.2564,-126.2488,10,15.0,9.0
27,3.9858,18.5126,4,17.0,6.0
28,0.3825,-157.1334,9,28.0,7.0
29,45.089,-34.7242,6,21.0,9.0
30,45.9274,1.1224,3,15.0,9.0
31,-28.3595,-72.817,1,26.0,5.0
32,-25.9454,2.0344,9,24.0,7.0
33,-36.2096,156.1129,9,27.0,7.0
34,-27.251,70.6766,8,20.0,9.0
35,33.8435,41.8187,7,27.0,7.0
36,-8.6722,27.2935,8,15.0,9.0
37,-29.074,-140.7469,1,16.0,9.0
38,-27.5736,106.0808,1,29.0,6.0
39,52.7835,-30.4855,6,19.0,8.0
40,52.1224,34.3184,4,28.0,5.0
41,-27.883,-140.0023,10,17.0,6.0
42,12.3272,-18.0636,3,19.0,7.0
43,19.0181,-11.5695,4,26.0,7.0
44,-47.7675,120.7511,7,28.0,7.0
45,-5.4859,77.6458,5,29.0,6.0
46,-10.1802,-67.1396,7,17.0,5.0
47,34.2229,51.5695,8,28.0,9.0
48,-40.8512,167.5133,9,26.0,8.0
49,30.7451,8.7475,5,23.0,9.0
50,3.1901,49.1841,9,26.0,5.0
51,-36.4321,66.2272,4,22.0,8.0
52,2.2547,-138.2757,6,27.0,8.0
53,-20.9039,-71.4571,9,17.0,8.0
54,-49.1662,26.5844,6,28.0,8.0
55,-44.0908,-160.5142,6,18.0,9.0
56,44.9384,-127.7051,8,29.0,7.0
57,28.3378,17.2547,1,16.0,8.0
58,-38.2773,-124.4551,7,18.0,6.0
